PP	verb	is.colloc	is.SVC	is.figur	freq	MI	Dice	z.score	t.score	chisq	chisq.corr	log.like	Fisher
in+:Rathaus	diskutieren	FALSE	FALSE	FALSE	36	0.70284	0.005748	10.805	4.8106	117	113	59.08	13.91
in:Sitzung	diskutieren	FALSE	FALSE	FALSE	46	1.02526	0.008561	19.997	6.1424	401	391	134.72	30.44
mit:Bürger	diskutieren	FALSE	FALSE	FALSE	36	1.69273	0.008523	41.268	5.8783	1706	1658	213	47.4
seit:Jahr	diskutieren	FALSE	FALSE	FALSE	37	0.30602	0.003771	4.375	3.0761	19	18	14.79	4.12
um:Uhr	diskutieren	FALSE	FALSE	FALSE	114	0.44253	0.006671	11.356	6.823	130	128	87.5	20.24
über:Thema	diskutieren	FALSE	FALSE	FALSE	63	1.75013	0.014489	58.472	7.7962	3425	3370	390.02	85.96
in+:Wortlaut	dokumentieren	FALSE	FALSE	FALSE	60	2.55481	0.050955	146.307	7.7244	21416	21059	596.58	130.8
mit:Dollar	dotieren	FALSE	FALSE	FALSE	30	2.94354	0.071174	162.12	5.471	26287	25417	351.21	77.37
mit:Mark	dotieren	FALSE	FALSE	FALSE	127	2.48732	0.052719	196.855	11.2327	38789	38483	1241.69	271.01
für:Fall	drohen	FALSE	FALSE	FALSE	46	1.46328	0.01108	35.303	6.5489	1248	1220	223.21	49.68
mit:Klage	drohen	FALSE	FALSE	FALSE	30	2.0504	0.008139	57.528	5.4285	3314	3204	228.88	50.8
mit:Rücktritt	drohen	FALSE	FALSE	FALSE	31	2.24073	0.008483	73.037	5.5358	5342	5170	266.63	58.98
von:Mark	drohen	FALSE	FALSE	FALSE	36	0.23295	0.003261	3.257	2.4908	11	10	8.78	2.73
an:Rand	drängen	TRUE	FALSE	TRUE	51	2.21926	0.02428	91.366	7.0983	8355	8191	427.02	93.95
in:Hand	drücken	FALSE	FALSE	FALSE	112	1.73719	0.03444	76.767	10.3892	5901	5847	683.75	149.88
gegen:Zwangsmitrauchen	durchatmen	FALSE	FALSE	FALSE	31	4.70549	0.48062	1254.342	5.5677	1573414	1523067	676	147.14
mit:Stimme	durchsetzen	FALSE	FALSE	FALSE	31	1.19917	0.008431	20.745	5.2158	431	416	113.74	25.81
für:Jahr	ehren	FALSE	FALSE	FALSE	31	1.29987	0.010302	23.62	5.2886	559	540	127.34	28.77
für:Mitgliedschaft	ehren	FALSE	FALSE	FALSE	45	2.80799	0.042493	169.794	6.6978	28842	28204	505.1	110.84
um:Uhr	ehren	FALSE	FALSE	FALSE	43	0.63481	0.003057	10.461	5.0371	110	107	60.26	14.19
für:Kind	eignen	FALSE	FALSE	FALSE	32	1.18552	0.008369	20.703	5.2878	429	415	115.53	26.21
in:Planung	einbeziehen	FALSE	FALSE	FALSE	37	2.38483	0.032758	94.345	6.0577	8905	8665	336.72	74.28
in:Nacht	einbrechen	FALSE	FALSE	FALSE	31	1.6695	0.010595	37.242	5.4486	1389	1343	179.29	40.06
in+:Parlament	einbringen	FALSE	FALSE	FALSE	42	1.48212	0.015831	34.525	6.2672	1193	1164	206.69	46.07
in:Haus	eindringen	FALSE	FALSE	FALSE	37	1.75506	0.020296	45.075	5.9758	2033	1978	227.82	50.64
in:Nacht	eindringen	FALSE	FALSE	FALSE	54	1.49473	0.01567	39.759	7.1133	1583	1553	269.33	59.73
in:Wohnung	eindringen	FALSE	FALSE	FALSE	59	1.81961	0.026947	61.461	7.5648	3781	3716	381.48	84.1
um:Uhr	einfinden	FALSE	FALSE	FALSE	30	0.74998	0.002203	10.678	4.5032	115	110	54.9	12.97
in:Amt	einführen	FALSE	FALSE	FALSE	47	2.02933	0.024146	70.249	6.7916	4939	4833	349.97	77.21
in:Geschichte	eingehen	FALSE	FALSE	FALSE	34	1.52943	0.012982	32.918	5.6586	1085	1052	174.61	39.06
an+:Dienstag	einigen	FALSE	FALSE	FALSE	46	0.38533	0.004356	6.217	3.9895	39	37	27.67	7.02
an+:Donnerstag	einigen	FALSE	FALSE	FALSE	42	0.34024	0.003943	5.208	3.5201	27	26	20.3	5.37
an+:Freitag	einigen	FALSE	FALSE	FALSE	33	0.21665	0.003006	2.895	2.2563	8	8	7.04	2.32
an+:Mittwoch	einigen	FALSE	FALSE	FALSE	43	0.3515	0.004043	5.453	3.6384	30	29	22.01	5.75
an+:Montag	einigen	FALSE	FALSE	FALSE	32	0.21692	0.002979	2.855	2.224	8	8	6.84	2.27
auf:Kompromiß	einigen	FALSE	FALSE	FALSE	45	2.42204	0.013261	108.637	6.6828	11818	11556	430.22	94.55
in:Punkt	einigen	FALSE	FALSE	FALSE	34	1.65383	0.009401	38.274	5.7016	1467	1423	194.58	43.4
nach:Verhandlung	einigen	FALSE	FALSE	FALSE	34	1.86158	0.009695	49.036	5.7508	2408	2337	227.84	50.61
ab:Jahr	einladen	FALSE	FALSE	FALSE	52	1.12197	0.006506	24.26	6.6666	590	578	174.41	39.09
ab:Uhr	einladen	FALSE	FALSE	FALSE	288	1.06428	0.02477	52.804	15.507	2801	2790	898.13	196.61
an+:Dienstag	einladen	FALSE	FALSE	FALSE	71	0.23216	0.004883	4.558	3.4891	21	20	17.23	4.7
an+:Donnerstag	einladen	FALSE	FALSE	FALSE	112	0.42454	0.007653	10.762	6.6013	116	115	79.92	18.58
an+:Freitag	einladen	FALSE	FALSE	FALSE	139	0.49948	0.009292	14.319	8.0571	206	204	130.96	29.74
an+:Mittwoch	einladen	FALSE	FALSE	FALSE	90	0.3306	0.006157	7.397	5.0557	55	54	41.42	10.1
an+:Montag	einladen	FALSE	FALSE	FALSE	80	0.2732	0.005434	5.72	4.1761	33	32	26.13	6.71
an+:Samstag	einladen	FALSE	FALSE	FALSE	195	0.63776	0.012902	22.399	10.7487	505	501	275.53	61.26
an+:Sonntag	einladen	FALSE	FALSE	FALSE	191	0.66154	0.01313	23.147	10.8075	539	535	286.25	63.59
an+:Wochenende	einladen	FALSE	FALSE	FALSE	31	0.22183	0.00294	2.875	2.2269	8	8	6.9	2.29
für:Dienstag	einladen	FALSE	FALSE	FALSE	83	1.89433	0.011076	79.64	8.9942	6361	6284	580.48	127.35
für:Donnerstag	einladen	FALSE	FALSE	FALSE	107	1.9049	0.014188	91.559	10.2153	8408	8329	754.35	165.16
für:Freitag	einladen	FALSE	FALSE	FALSE	107	1.90117	0.014184	91.157	10.2142	8334	8256	752.29	164.71
für:Mittwoch	einladen	FALSE	FALSE	FALSE	119	1.97319	0.015803	104.647	10.7927	10984	10890	881.7	192.82
für:Montag	einladen	FALSE	FALSE	FALSE	87	1.89067	0.011593	81.184	9.2074	6610	6534	606.84	133.08
für:Samstag	einladen	FALSE	FALSE	FALSE	199	1.88187	0.025631	121.513	13.9216	14811	14735	1380.54	301.27
für:Sonntag	einladen	FALSE	FALSE	FALSE	173	1.97365	0.022675	126.243	13.0132	15985	15892	1282.84	280.01
in+:Bürgerhaus	einladen	FALSE	FALSE	FALSE	128	1.03946	0.013702	34.021	10.2806	1162	1152	384.4	84.88
in+:Gemeindezentrum	einladen	FALSE	FALSE	FALSE	31	1.17033	0.00404	19.974	5.1916	400	386	110.49	25.1
in+:Haus	einladen	FALSE	FALSE	FALSE	31	0.42138	0.003315	5.617	3.4577	32	30	21.77	5.68
in+:Jahr	einladen	FALSE	FALSE	FALSE	42	-0.06495	0.00266	-0.97	-1.0454	-1	-1	-0.99	0.07
in+:Mittelpunkt	einladen	FALSE	FALSE	FALSE	36	0.7538	0.004279	11.771	4.9423	139	134	66.12	15.45
in+:Rahmen	einladen	FALSE	FALSE	FALSE	47	0.51163	0.004784	8.552	4.745	73	71	45.96	11.06
in+:Rathaus	einladen	FALSE	FALSE	FALSE	42	0.50701	0.004383	8.003	4.4641	64	62	40.44	9.84
in:Kirche	einladen	FALSE	FALSE	FALSE	33	0.8509	0.004065	13.144	4.9348	173	167	73.17	16.98
in:Stadthalle	einladen	FALSE	FALSE	FALSE	62	1.1574	0.007692	27.769	7.326	774	760	217.57	48.5
in:Straße	einladen	FALSE	FALSE	FALSE	36	0.49231	0.003861	7.172	4.0688	52	50	32.98	8.18
um:Uhr	einladen	FALSE	FALSE	FALSE	567	0.87643	0.027783	56.633	20.6469	3233	3227	1331.37	290.81
unter:Motto	einladen	FALSE	FALSE	FALSE	47	0.81335	0.005487	14.8	5.802	220	214	97.24	22.28
von:Uhr	einladen	FALSE	FALSE	FALSE	133	0.67773	0.010933	19.88	9.1105	397	393	206.87	46.28
zu+:Jahreshauptversammlung	einladen	FALSE	FALSE	FALSE	32	1.70979	0.004314	39.711	5.5465	1582	1532	194.07	43.25
zu+:Mal	einladen	FALSE	FALSE	FALSE	50	0.55567	0.00514	9.677	5.104	94	91	56.13	13.3
zu+:Tag	einladen	FALSE	FALSE	FALSE	35	1.51697	0.00467	32.893	5.7362	1085	1053	179.94	40.21
zu+:Thema	einladen	FALSE	FALSE	FALSE	45	0.67712	0.005025	11.551	5.2973	134	130	69.72	16.26
zu+:Verweilen	einladen	FALSE	FALSE	FALSE	30	2.06883	0.004079	58.783	5.4305	3466	3350	237.71	52.67
zu:Diskussion	einladen	FALSE	FALSE	FALSE	36	1.68916	0.00484	41.092	5.8773	1693	1646	214.71	47.76
zu:Gespräch	einladen	FALSE	FALSE	FALSE	68	1.61697	0.008953	51.775	8.047	2689	2648	382	84.23
zu:Treffen	einladen	FALSE	FALSE	FALSE	84	1.98108	0.011256	88.74	9.0694	7898	7803	625.71	137.16
zu:Veranstaltung	einladen	FALSE	FALSE	FALSE	66	1.79716	0.008808	63.295	7.9944	4018	3956	428.94	94.4
zu:Vortrag	einladen	FALSE	FALSE	FALSE	41	2.03331	0.005559	65.918	6.3438	4358	4251	316.86	69.93
gegen:Entscheidung	einlegen	FALSE	FALSE	FALSE	43	2.78072	0.044629	160.832	6.5466	25877	25277	475.27	104.36
gegen:Urteil	einlegen	FALSE	FALSE	FALSE	51	2.91428	0.053684	204.36	7.1327	41779	40963	599.74	131.41
in+:Krankenhaus	einliefern	FALSE	FALSE	FALSE	91	2.62613	0.080035	195.685	9.5168	38310	37889	936.77	204.75
in:Klinik	einliefern	FALSE	FALSE	FALSE	30	2.48636	0.042523	95.57	5.4594	9136	8833	286.27	63.28
in:Krankenhaus	einliefern	FALSE	FALSE	FALSE	66	2.73043	0.082811	188.008	8.1089	35358	34823	709.55	155.35
in+:Jahr	einnehmen	FALSE	FALSE	FALSE	30	0.66139	0.003172	9.171	4.2828	84	81	44.77	10.76
nach:Vereinbarung	einreißen	FALSE	FALSE	FALSE	57	3.00074	0.089552	238.711	7.5423	56997	56000	688.91	150.81
für:Kind	einrichten	FALSE	FALSE	FALSE	50	0.84698	0.008313	16.082	6.0653	259	253	109.86	25.04
in:Jahr	einrichten	FALSE	FALSE	FALSE	36	0.14843	0.002651	2.061	1.737	4	4	3.79	1.53
vor:Jahr	einrichten	FALSE	FALSE	FALSE	40	0.47993	0.00469	7.35	4.2299	54	52	35.08	8.65
für:Belang	einsetzen	FALSE	FALSE	FALSE	45	2.0327	0.008168	69.009	6.646	4773	4666	343.3	75.71
für:Erhalt	einsetzen	FALSE	FALSE	FALSE	56	1.80398	0.009969	58.777	7.3658	3462	3400	362.99	80.06
in+:Jahr	einsetzen	FALSE	FALSE	FALSE	37	0.01064	0.002664	0.149	0.1473	0	0	0.02	0.33
in+:Rahmen	einsetzen	FALSE	FALSE	FALSE	33	0.48869	0.004164	6.81	3.88	47	44	29.83	7.47
in:Jahr	einsetzen	FALSE	FALSE	FALSE	43	-0.01604	0.002707	-0.242	-0.2467	0	0	-0.06	0.21
nach:Angabe	einsetzen	FALSE	FALSE	FALSE	43	0.26623	0.003952	4.083	3.0052	17	16	13.38	3.81
seit:Jahr	einsetzen	FALSE	FALSE	FALSE	38	0.18546	0.003383	2.652	2.1425	7	7	6.07	2.1
in:Jahr	einstellen	FALSE	FALSE	FALSE	33	0.20591	0.002545	2.749	2.169	8	7	6.41	2.17
auf:Konto	einzahlen	FALSE	FALSE	FALSE	52	2.91706	0.083871	207.016	7.2024	42866	42045	605.57	132.71
in+:Parlament	einziehen	FALSE	FALSE	FALSE	46	1.50428	0.016984	37.128	6.57	1380	1349	231.02	51.38
in:Kreistag	einziehen	FALSE	FALSE	FALSE	30	2.39231	0.019659	85.695	5.455	7348	7104	275.37	60.9
in:Runde	einziehen	FALSE	FALSE	FALSE	38	1.50977	0.015382	33.973	5.9738	1155	1124	191.68	42.79
an+:Samstag	empfangen	FALSE	FALSE	FALSE	33	0.74788	0.003765	11.161	4.718	125	120	59.88	14.08
an+:Sonntag	empfangen	FALSE	FALSE	FALSE	33	0.78067	0.004026	11.774	4.7927	139	134	64.03	14.98
auf:Kanal	empfangen	FALSE	FALSE	FALSE	31	2.72378	0.02988	127.864	5.5572	16356	15832	334.1	73.64
um:Uhr	empfangen	FALSE	FALSE	FALSE	34	0.53597	0.002418	7.662	4.1336	59	57	36.04	8.85
ohne:Gewähr	empfehlen	FALSE	FALSE	FALSE	126	2.99472	0.060186	352.456	11.2136	124327	123342	1634.9	356.13
an+:Freitag	enden	FALSE	FALSE	FALSE	34	0.30766	0.00326	4.218	2.9596	18	17	13.73	3.87
an+:Montag	enden	FALSE	FALSE	FALSE	32	0.29497	0.003139	3.916	2.7887	15	14	11.98	3.47
an+:Samstag	enden	FALSE	FALSE	FALSE	43	0.40091	0.004062	6.271	3.9523	39	38	27.72	7.03
an+:Sonntag	enden	FALSE	FALSE	FALSE	60	0.57838	0.005989	11.095	5.701	124	121	71.98	16.79
gegen:Uhr	enden	FALSE	FALSE	FALSE	52	1.02457	0.010346	21.241	6.5297	452	443	152.08	34.24
um:Uhr	enden	FALSE	FALSE	FALSE	177	0.79054	0.011146	27.702	11.1491	772	767	352.58	78
seit:Jahr	engagieren	FALSE	FALSE	FALSE	63	0.90848	0.008379	19.801	6.9573	393	386	154.3	34.74
an+:Montag	entdecken	FALSE	FALSE	FALSE	39	0.38198	0.003829	5.672	3.6535	32	31	23.1	5.99
an+:Sonntag	entdecken	FALSE	FALSE	FALSE	34	0.3328	0.003396	4.578	3.1211	21	20	15.79	4.34
gegen:Uhr	entdecken	FALSE	FALSE	FALSE	48	0.99091	0.009564	19.467	6.2207	380	371	133.59	30.2
in:Nähe	entdecken	FALSE	FALSE	FALSE	35	0.97527	0.007828	16.258	5.2898	265	256	95.07	21.77
vor:Jahr	entdecken	FALSE	FALSE	FALSE	36	0.4827	0.00439	7.017	4.0255	49	47	31.88	7.93
in+:Winterhalbjahr	entfallen	FALSE	FALSE	FALSE	30	2.98983	0.031898	171.013	5.4716	29256	28288	365.4	80.39
von:Mark	entfallen	FALSE	FALSE	FALSE	31	0.77049	0.003715	11.225	4.6233	126	122	58.93	13.86
an+:Turm	entgegennehmen	FALSE	FALSE	FALSE	40	2.92359	0.059215	182.938	6.317	33475	32643	468.07	102.79
an:Anzeigenschalter	entgegennehmen	FALSE	FALSE	FALSE	40	3.64991	0.067912	422.557	6.3231	178596	174158	673.76	146.3
in:Frankfurt	entgegennehmen	FALSE	FALSE	FALSE	42	1.17819	0.006185	23.491	6.0508	553	539	150.95	33.95
unter:Telefonnummer	entgegennehmen	FALSE	FALSE	FALSE	30	1.97474	0.023456	52.638	5.4192	2772	2680	214.86	47.78
von:Uhr	entgegennehmen	FALSE	FALSE	FALSE	43	1.29615	0.007928	27.687	6.2259	768	750	176.67	39.55
in+:Preis	enthalten	FALSE	FALSE	FALSE	39	2.4895	0.017165	109.364	6.2248	11971	11665	381.14	83.89
von:Mark	enthalten	FALSE	FALSE	FALSE	57	0.64557	0.005908	12.285	5.8423	151	148	81.82	18.93
aus:Gefängnis	entlassen	FALSE	FALSE	FALSE	30	2.60175	0.024732	109.232	5.4635	11937	11542	305.64	67.46
aus:Haft	entlassen	FALSE	FALSE	FALSE	47	2.97154	0.039662	209.581	6.8483	43945	43014	573.23	125.59
auf:Freizeitseite	entnehmen	FALSE	FALSE	FALSE	58	2.43545	0.05167	125.269	7.5878	15699	15429	542.03	118.95
auf:Seite	entnehmen	FALSE	FALSE	FALSE	279	2.19253	0.07504	207.144	16.5961	42972	42817	2328.99	507.3
für:Kunst	entnehmen	FALSE	FALSE	FALSE	51	2.28918	0.042376	99.115	7.1047	9828	9636	440.9	96.97
in+:Anzeigenteil	entnehmen	FALSE	FALSE	FALSE	97	3.11828	0.108501	356.613	9.8414	127218	125908	1250.48	272.81
in+:Museum	entnehmen	FALSE	FALSE	FALSE	33	1.95285	0.023956	53.804	5.6805	2896	2808	233.09	51.76
in:Abendausgabe	entnehmen	FALSE	FALSE	FALSE	34	2.269	0.031672	79.049	5.7996	6251	6068	290.32	64.19
an+:Dienstag	entscheiden	FALSE	FALSE	FALSE	64	0.25173	0.00473	4.702	3.5191	22	21	18	4.87
an+:Donnerstag	entscheiden	FALSE	FALSE	FALSE	71	0.29123	0.005212	5.757	4.1169	33	32	26.02	6.68
an+:Freitag	entscheiden	FALSE	FALSE	FALSE	52	0.13711	0.003728	2.286	1.9523	5	5	4.71	1.77
an+:Mittwoch	entscheiden	FALSE	FALSE	FALSE	50	0.13998	0.003675	2.289	1.9483	5	5	4.71	1.77
an+:Montag	entscheiden	FALSE	FALSE	FALSE	76	0.31556	0.005543	6.475	4.5024	42	41	32.17	8.05
an+:März	entscheiden	FALSE	FALSE	FALSE	32	0.70283	0.004222	10.187	4.5355	104	100	52.57	12.47
an+:Sonntag	entscheiden	FALSE	FALSE	FALSE	32	-0.04969	0.002364	-0.648	-0.6858	0	0	-0.44	0.12
in+:Jahr	entscheiden	FALSE	FALSE	FALSE	32	-0.1184	0.002166	-1.547	-1.7729	-2	-2	-2.62	0.02
in:Jahr	entscheiden	FALSE	FALSE	FALSE	53	0.00878	0.003159	0.147	0.1456	0	0	0.02	0.34
in:Kassel	entscheiden	FALSE	FALSE	FALSE	30	1.03326	0.004373	16.33	4.9699	267	258	89.04	20.43
in:Sitzung	entscheiden	FALSE	FALSE	FALSE	42	0.78761	0.005468	13.431	5.4239	181	176	82.59	19.07
in:Urteil	entscheiden	FALSE	FALSE	FALSE	54	1.86538	0.008375	62.076	7.2483	3863	3791	367.79	81.08
in:Woche	entscheiden	FALSE	FALSE	FALSE	74	0.60745	0.007411	13.037	6.4783	171	168	96.22	22.11
zu:Gunsten	entscheiden	FALSE	FALSE	FALSE	38	1.76393	0.005909	46.165	6.0583	2137	2080	239.67	53.19
über:Antrag	entscheiden	FALSE	FALSE	FALSE	74	1.99786	0.011475	84.949	8.5159	7235	7136	554.36	121.65
über:Schicksal	entscheiden	FALSE	FALSE	FALSE	38	1.84114	0.005929	50.6	6.0755	2567	2499	254.16	56.33
über:Zukunft	entscheiden	FALSE	FALSE	FALSE	42	1.40683	0.006334	31.454	6.2268	992	968	194.04	43.32
in:Klammer	entsprechen	FALSE	FALSE	FALSE	35	2.80479	0.022187	149.192	5.9068	22272	21639	398.17	87.53
mit:Kunde	entsprechen	FALSE	FALSE	FALSE	36	2.70051	0.02262	134.135	5.988	18003	17506	388.42	85.44
um:Prozent	entsprechen	FALSE	FALSE	FALSE	48	1.17623	0.01147	25.049	6.4665	628	615	171.44	38.43
von:Mark	entsprechen	FALSE	FALSE	FALSE	52	0.76266	0.00579	14.354	5.9656	207	202	97.33	22.31
von:Prozent	entsprechen	FALSE	FALSE	FALSE	95	1.51942	0.024269	54.355	9.4521	2959	2927	485.07	106.7
an+:Dienstag	entstehen	FALSE	FALSE	FALSE	33	-0.08538	0.002309	-1.131	-1.248	-1	-1	-1.37	0.05
an+:Montag	entstehen	FALSE	FALSE	FALSE	36	-0.05839	0.002488	-0.807	-0.8634	-1	-1	-0.68	0.09
an:Auto	entstehen	FALSE	FALSE	FALSE	38	1.7917	0.005301	47.716	6.0648	2283	2223	245.6	54.47
an:Fahrzeug	entstehen	FALSE	FALSE	FALSE	43	2.06267	0.006035	69.87	6.5007	4896	4781	338.66	74.67
auf:Gelände	entstehen	FALSE	FALSE	FALSE	112	1.2406	0.01363	41.611	9.9749	1737	1721	434.44	95.72
auf:Grundstück	entstehen	FALSE	FALSE	FALSE	31	1.14566	0.004157	19.333	5.1696	375	362	107.1	24.36
bei:Brand	entstehen	FALSE	FALSE	FALSE	56	1.92248	0.007801	67.625	7.3939	4586	4504	399.19	87.89
bei:Unfall	entstehen	FALSE	FALSE	FALSE	57	1.47019	0.007696	39.634	7.2941	1575	1547	280.49	62.15
für:Mark	entstehen	FALSE	FALSE	FALSE	41	0.55556	0.0045	8.761	4.6215	77	74	45.99	11.06
in+:Jahr	entstehen	FALSE	FALSE	FALSE	41	-0.06021	0.002639	-0.888	-0.9522	-1	-1	-0.83	0.08
in:Frankfurt	entstehen	FALSE	FALSE	FALSE	33	-0.02014	0.002485	-0.266	-0.2727	0	0	-0.07	0.2
in:Höhe	entstehen	FALSE	FALSE	FALSE	150	1.02449	0.015608	36.072	11.0898	1306	1297	441.02	97.2
in:Jahr	entstehen	FALSE	FALSE	FALSE	137	0.37178	0.007813	10.329	6.7321	107	106	77.7	18.1
in:Nacht	entstehen	FALSE	FALSE	FALSE	53	0.56424	0.005486	10.138	5.2945	103	101	61.02	14.38
in:Zeit	entstehen	FALSE	FALSE	FALSE	40	0.29125	0.003724	4.321	3.0903	19	18	14.64	4.09
in:Zusammenarbeit	entstehen	FALSE	FALSE	FALSE	32	0.95391	0.004156	15.078	5.0278	228	220	84.38	19.42
nach:Angabe	entstehen	FALSE	FALSE	FALSE	64	0.32351	0.005109	6.098	4.2018	37	36	28.3	7.18
von:Mark	entstehen	FALSE	FALSE	FALSE	563	1.13371	0.038809	81.088	21.9836	6613	6600	1934.32	421.76
vor:Jahr	entstehen	FALSE	FALSE	FALSE	40	0.12286	0.003204	1.795	1.5583	3	3	2.94	1.31
in+:Wert	entwenden	FALSE	FALSE	FALSE	36	2.31211	0.036829	85.523	5.9708	7317	7114	314.52	69.46
in:Nacht	entwenden	FALSE	FALSE	FALSE	31	1.62073	0.010457	35.117	5.4344	1235	1194	172.32	38.54
von:Mark	entwenden	FALSE	FALSE	FALSE	37	1.24081	0.004737	23.923	5.7334	574	558	143.47	32.3
in:Deutschland	entwickeln	FALSE	FALSE	FALSE	33	0.40803	0.003998	5.598	3.4995	31	30	21.9	5.71
in:Jahr	entwickeln	FALSE	FALSE	FALSE	84	0.48665	0.006088	10.816	6.1764	118	116	75.68	17.63
vor:Jahr	entwickeln	FALSE	FALSE	FALSE	30	0.32523	0.003429	4.198	2.887	18	17	13.37	3.78
bei:Raubüberfall	erbeuten	FALSE	FALSE	FALSE	42	3.26664	0.055118	278.426	6.4772	77544	75708	576.5	126.23
bei:Überfall	erbeuten	FALSE	FALSE	FALSE	92	2.87984	0.098343	263.779	9.579	69605	68850	1063.71	232.3
in+:Wert	erbeuten	FALSE	FALSE	FALSE	52	2.17258	0.038893	87.37	7.1626	7638	7490	421.04	92.66
von:Mark	erbeuten	FALSE	FALSE	FALSE	45	1.02659	0.005508	19.815	6.0772	394	384	132.49	29.95
unter:Telefonnummer	erbitten	FALSE	FALSE	FALSE	41	2.53106	0.044276	117.663	6.3843	13850	13513	401.32	88.32
gegen:Uhr	ereignen	FALSE	FALSE	FALSE	61	1.6206	0.019857	49.253	7.6232	2429	2388	339.14	74.91
nach:Angabe	ereignen	FALSE	FALSE	FALSE	30	0.92566	0.004765	14.013	4.8272	197	189	75.49	17.48
bis:Februar	ererben	FALSE	FALSE	FALSE	68	3.64976	0.197101	550.858	8.2444	303486	299038	1055.62	230.37
von:Vater	ererben	FALSE	FALSE	FALSE	70	3.88341	0.29724	731.473	8.3655	535102	527484	1170.47	255.29
an+:Donnerstag	erfahren	FALSE	FALSE	FALSE	38	0.27558	0.003512	3.977	2.8962	16	15	12.59	3.62
an+:Freitag	erfahren	FALSE	FALSE	FALSE	31	0.1683	0.002782	2.171	1.7887	5	4	4.13	1.61
an+:Leib	erfahren	FALSE	FALSE	FALSE	35	2.19612	0.009787	73.675	5.8784	5436	5281	292.67	64.67
an+:Montag	erfahren	FALSE	FALSE	FALSE	37	0.25878	0.003392	3.678	2.7306	14	13	10.93	3.24
auf:Anfrage	erfahren	FALSE	FALSE	FALSE	36	1.0236	0.007604	17.65	5.4317	312	303	105.1	23.96
aus:Zeitung	erfahren	FALSE	FALSE	FALSE	36	2.33151	0.010124	87.474	5.972	7662	7450	326.81	72.07
von:Hausarzt	erfahren	FALSE	FALSE	FALSE	38	2.76011	0.010799	147.636	6.1537	21827	21255	451.87	98.97
von:Auto	erfassen	FALSE	FALSE	FALSE	95	2.5114	0.066064	175.074	9.7168	30668	30345	927.38	202.72
um:Uhr	erfolgen	FALSE	FALSE	FALSE	38	0.31285	0.002552	4.537	3.1649	21	20	15.85	4.36
bei:Bereitschaftsdienst	erfragen	FALSE	FALSE	FALSE	39	4.08728	0.182243	690.454	6.2445	476766	464619	722.33	157.46
bein+:DRK	erfragen	FALSE	FALSE	FALSE	51	3.87764	0.214737	620.223	7.1405	384712	377205	853.1	186.29
mit:Leben	erfüllen	FALSE	FALSE	FALSE	54	2.18091	0.023638	89.904	7.3	8090	7940	442.62	97.35
nach:Angabe	ergeben	FALSE	FALSE	FALSE	37	0.50344	0.004531	7.453	4.1744	56	54	35.18	8.67
von:Mark	ergeben	FALSE	FALSE	FALSE	67	0.62719	0.006604	12.875	6.2541	166	163	91.8	21.13
von:Prozent	ergeben	FALSE	FALSE	FALSE	45	0.94937	0.00886	17.763	5.9544	316	308	117.49	26.68
an+:Dienstag	erhalten	FALSE	FALSE	FALSE	45	-0.14555	0.002461	-2.259	-2.6707	-5	-5	-5.71	0
an+:Donnerstag	erhalten	FALSE	FALSE	FALSE	44	-0.16089	0.002394	-2.471	-2.9743	-6	-6	-6.9	0
an+:Freitag	erhalten	FALSE	FALSE	FALSE	48	-0.14195	0.002566	-2.275	-2.6785	-5	-5	-5.77	0
an+:Leben	erhalten	TRUE	TRUE	FALSE	80	1.56469	0.007076	52.71	8.7006	2791	2755	433.91	95.53
an+:Mittwoch	erhalten	FALSE	FALSE	FALSE	42	-0.18005	0.002287	-2.706	-3.3294	-7	-7	-8.38	0
an+:Montag	erhalten	FALSE	FALSE	FALSE	48	-0.12831	0.002599	-2.054	-2.3815	-4	-4	-4.67	0.01
an+:Sonntag	erhalten	FALSE	FALSE	FALSE	62	-0.00676	0.003389	-0.123	-0.1235	0	0	-0.02	0.25
auf:Asyl	erhalten	FALSE	FALSE	FALSE	33	0.87909	0.002856	13.717	4.9857	189	182	77.18	17.85
für:Arbeit	erhalten	FALSE	FALSE	FALSE	44	0.77803	0.003698	13.538	5.5274	184	179	85.19	19.64
für:Engagement	erhalten	FALSE	FALSE	FALSE	39	1.35591	0.003466	28.439	5.9698	812	791	172.67	38.65
für:Jahr	erhalten	FALSE	FALSE	FALSE	47	0.42245	0.003588	6.935	4.2639	48	47	33.22	8.25
für:Mark	erhalten	FALSE	FALSE	FALSE	66	0.56746	0.005035	11.386	5.9246	130	128	76.88	17.87
in+:Jahr	erhalten	FALSE	FALSE	FALSE	125	0.22905	0.006399	5.965	4.5825	36	35	29.66	7.51
in+:Monat	erhalten	FALSE	FALSE	FALSE	38	0.59624	0.003124	9.144	4.6025	84	81	48	11.49
in+:Rahmen	erhalten	FALSE	FALSE	FALSE	35	0.20394	0.002579	2.804	2.217	8	7	6.68	2.24
in:Deutschland	erhalten	FALSE	FALSE	FALSE	59	0.13819	0.00369	2.454	2.0935	6	6	5.43	1.95
in:Form	erhalten	FALSE	FALSE	FALSE	50	0.50872	0.003895	8.764	4.8794	77	75	48.52	11.63
in:Frankfurt	erhalten	FALSE	FALSE	FALSE	50	-0.03455	0.002894	-0.563	-0.5855	0	0	-0.33	0.14
