id	word1	pos1	word2	pos2	O11	O12	O21	O22
3444	be	V	arranged	G	5	6204	29	903530
3445	be	V	as	R	20	6189	851	902708
3446	be	V	asked	G	8	6201	68	903491
3447	be	V	assigned	G	11	6198	40	903519
3448	be	V	assumed	G	10	6199	35	903524
3449	be	V	at	I	27	6182	4603	898956
3450	be	V	available	J	17	6192	218	903341
3451	be	V	avoided	G	6	6203	5	903554
3452	be	V	back	R	12	6197	718	902841
3453	be	V	bad	J	5	6204	124	903435
3454	be	V	baptized	G	6	6203	6	903553
3455	be	V	based	G	11	6198	91	903468
3456	be	V	best	J	5	6204	222	903337
3457	be	V	better	J	15	6194	201	903358
3458	be	V	born	G	12	6197	91	903468
3459	be	V	bought	G	5	6204	19	903540
3460	be	V	broken	G	7	6202	42	903517
3461	be	V	brought	G	9	6200	91	903468
3462	be	V	built	G	15	6194	61	903498
3463	be	V	calculated	G	5	6204	25	903534
3464	be	V	called	G	34	6175	176	903383
3465	be	V	careful	J	8	6201	49	903510
3466	be	V	carried	G	10	6199	42	903517
3467	be	V	certain	J	9	6200	288	903271
3468	be	V	changed	G	6	6203	63	903496
3469	be	V	checked	G	6	6203	16	903543
3470	be	V	classified	G	5	6204	8	903551
3471	be	V	clear	J	6	6203	184	903375
3472	be	V	coming	G	8	6201	135	903424
3473	be	V	completely	R	6	6203	100	903459
3474	be	V	computed	G	5	6204	16	903543
3475	be	V	concerned	G	8	6201	110	903449
3476	be	V	confused	G	6	6203	25	903534
3477	be	V	considered	G	36	6173	80	903479
3478	be	V	continued	G	5	6204	33	903526
3479	be	V	converted	G	5	6204	14	903545
3480	be	V	covered	G	9	6200	67	903492
3481	be	V	created	G	7	6202	53	903506
3482	be	V	delivered	G	5	6204	14	903545
3483	be	V	denied	G	7	6202	31	903528
3484	be	V	denoted	G	5	6204	2	903557
3485	be	V	derived	G	5	6204	32	903527
3486	be	V	described	G	10	6199	80	903479
3487	be	V	designed	G	6	6203	85	903474
3488	be	V	desirable	J	5	6204	30	903529
3489	be	V	destroyed	G	8	6201	21	903538
3490	be	V	determined	G	8	6201	95	903464
3491	be	V	developed	G	9	6200	107	903452
3492	be	V	different	J	12	6197	281	903278
3493	be	V	difficult	J	10	6199	147	903412
3494	be	V	directed	G	5	6204	45	903514
3495	be	V	directly	R	6	6203	124	903435
3496	be	V	discussed	G	14	6195	33	903526
3497	be	V	distinguished	G	5	6204	24	903535
3498	be	V	doing	G	8	6201	146	903413
3499	be	V	done	G	69	6140	235	903324
3500	be	V	drawn	G	9	6200	55	903504
3501	be	V	dropped	G	6	6203	19	903540
3502	be	V	due	J	6	6203	92	903467
3503	be	V	easy	J	6	6203	100	903459
3504	be	V	effected	G	6	6203	5	903554
3505	be	V	either	R	5	6204	60	903499
3506	be	V	eligible	J	5	6204	7	903552
3507	be	V	eliminated	G	6	6203	10	903549
3508	be	V	employed	G	9	6200	33	903526
3509	be	V	encouraged	G	5	6204	18	903541
3510	be	V	enforced	G	5	6204	14	903545
3511	be	V	enough	J	5	6204	68	903491
3512	be	V	entirely	R	6	6203	78	903481
3513	be	V	entitled	G	8	6201	38	903521
3514	be	V	established	G	9	6200	84	903475
3515	be	V	even	R	7	6202	723	902836
3516	be	V	expected	G	47	6162	105	903454
3517	be	V	explained	G	6	6203	11	903548
3518	be	V	extended	G	6	6203	34	903525
3519	be	V	faced	G	6	6203	18	903541
3520	be	V	far	R	6	6203	354	903205
3521	be	V	filled	G	5	6204	59	903500
3522	be	V	fine	J	5	6204	128	903431
3523	be	V	followed	G	8	6201	50	903509
3524	be	V	for	I	15	6194	7996	895563
3525	be	V	forced	G	7	6202	47	903512
3526	be	V	forgotten	G	5	6204	31	903528
3527	be	V	found	G	60	6149	198	903361
3528	be	V	free	J	14	6195	181	903378
3529	be	V	getting	G	6	6203	139	903420
3530	be	V	given	G	41	6168	314	903245
3531	be	V	going	G	11	6198	367	903192
3532	be	V	good	J	18	6191	661	902898
3533	be	V	greater	J	6	6203	168	903391
3534	be	V	had	G	6	6203	103	903456
3535	be	V	handled	G	7	6202	13	903546
3536	be	V	happy	J	5	6204	78	903481
3537	be	V	hard	J	8	6201	117	903442
3538	be	V	headed	G	7	6202	23	903536
3539	be	V	heard	G	9	6200	92	903467
3540	be	V	held	G	20	6189	104	903455
3541	be	V	helpful	J	6	6203	20	903539
3542	be	V	here	R	14	6195	574	902985
3543	be	V	highly	R	7	6202	78	903481
3544	be	V	honored	G	5	6204	13	903546
3545	be	V	imagined	G	8	6201	8	903551
3546	be	V	important	J	7	6202	349	903210
3547	be	V	impossible	J	5	6204	74	903485
3548	be	V	improved	G	5	6204	28	903531
3549	be	V	in	I	87	6122	17900	885659
3550	be	V	included	G	13	6196	41	903518
3551	be	V	increased	G	5	6204	89	903470
3552	be	V	installed	G	7	6202	23	903536
3553	be	V	interested	G	11	6198	63	903496
3554	be	V	interpreted	G	6	6203	15	903544
3555	be	V	introduced	G	5	6204	32	903527
3556	be	V	it	P	6	6203	5865	897694
3557	be	V	joined	G	6	6203	13	903546
3558	be	V	just	R	9	6200	616	902943
3559	be	V	justified	G	7	6202	14	903545
3560	be	V	kept	G	16	6193	51	903508
3561	be	V	known	G	15	6194	222	903337
3562	be	V	launched	G	5	6204	13	903546
3563	be	V	left	G	8	6201	162	903397
3564	be	V	less	R	8	6201	227	903332
3565	be	V	like	I	5	6204	821	902738
3566	be	V	limited	G	9	6200	54	903505
3567	be	V	located	G	5	6204	49	903510
3568	be	V	looked	G	5	6204	25	903534
3569	be	V	lost	G	6	6203	106	903453
3570	be	V	made	G	116	6093	522	903037
3571	be	V	maintained	G	11	6198	24	903535
3572	be	V	measured	G	8	6201	48	903511
3573	be	V	met	G	11	6198	38	903521
3574	be	V	more	J	7	6202	740	902819
3575	be	V	more	R	28	6181	1227	902332
3576	be	V	most	R	7	6202	638	902921
3577	be	V	moved	G	8	6201	32	903527
3578	be	V	mrs.	Y	6	6203	296	903263
3579	be	V	much	R	6	6203	509	903050
3580	be	V	necessary	J	17	6192	202	903357
3581	be	V	needed	G	11	6198	111	903448
3582	be	V	no	D	46	6163	1310	902249
3583	be	V	no	R	6	6203	197	903362
3584	be	V	not	R	5	6204	4338	899221
3585	be	V	noted	G	16	6193	42	903517
3586	be	V	nothing	N	5	6204	319	903240
3587	be	V	obtained	G	20	6189	81	903478
3588	be	V	of	I	37	6172	35462	868097
3589	be	V	on	I	37	6172	5758	897801
3590	be	V	one	C	11	6198	1994	901565
3591	be	V	one	N	10	6199	516	903043
3592	be	V	only	R	10	6199	1154	902405
3593	be	V	paid	G	14	6195	80	903479
3594	be	V	performed	G	5	6204	16	903543
3595	be	V	permitted	G	8	6201	33	903526
3596	be	V	persuaded	G	6	6203	9	903550
3597	be	V	placed	G	20	6189	76	903483
3598	be	V	possible	J	26	6183	340	903219
3599	be	V	prepared	G	11	6198	68	903491
3600	be	V	present	J	9	6200	211	903348
3601	be	V	presented	G	13	6196	48	903511
3602	be	V	produced	G	7	6202	53	903506
3603	be	V	provided	G	11	6198	71	903488
3604	be	V	published	G	6	6203	52	903507
3605	be	V	pushed	G	7	6202	14	903545
3606	be	V	put	G	17	6192	82	903477
3607	be	V	quite	R	8	6201	234	903325
3608	be	V	raised	G	8	6201	44	903515
3609	be	V	reached	G	6	6203	52	903507
3610	be	V	readily	R	8	6201	35	903524
3611	be	V	ready	J	18	6191	107	903452
3612	be	V	recalled	G	5	6204	2	903557
3613	be	V	received	G	9	6200	86	903473
3614	be	V	recognized	G	10	6199	37	903522
3615	be	V	reduced	G	14	6195	56	903503
3616	be	V	referred	G	6	6203	27	903532
3617	be	V	regarded	G	13	6196	27	903532
3618	be	V	related	G	10	6199	68	903491
3619	be	V	remembered	G	9	6200	19	903540
3620	be	V	removed	G	11	6198	50	903509
3621	be	V	repaired	G	5	6204	4	903555
3622	be	V	repeated	G	6	6203	25	903534
3623	be	V	replaced	G	13	6196	18	903541
3624	be	V	required	G	15	6194	136	903423
3625	be	V	resolved	G	5	6204	9	903550
3626	be	V	right	J	5	6204	242	903317
3627	be	V	safe	J	5	6204	38	903521
3628	be	V	said	V	37	6172	1690	901869
3629	be	V	satisfied	G	8	6201	17	903542
3630	be	V	saved	G	7	6202	26	903533
3631	be	V	seen	G	49	6160	222	903337
3632	be	V	selected	G	5	6204	57	903502
3633	be	V	sent	G	12	6197	55	903504
3634	be	V	separated	G	10	6199	23	903536
3635	be	V	served	G	9	6200	55	903504
3636	be	V	set	G	14	6195	139	903420
3637	be	V	settled	G	5	6204	27	903532
3638	be	V	shown	G	14	6195	146	903413
3639	be	V	similar	J	6	6203	136	903423
3640	be	V	so	R	38	6171	1140	902419
3641	be	V	solved	G	11	6198	6	903553
3642	be	V	some	D	16	6193	1266	902293
3643	be	V	somewhat	R	6	6203	101	903458
3644	be	V	spared	G	5	6204	1	903558
3645	be	V	spent	G	5	6204	54	903505
3646	be	V	spread	G	5	6204	19	903540
3647	be	V	stated	G	8	6201	37	903522
3648	be	V	subject	J	6	6203	29	903530
3649	be	V	subjected	G	7	6202	17	903542
3650	be	V	such	J	6	6203	811	902748
3651	be	V	sufficient	J	7	6202	54	903505
3652	be	V	supported	G	5	6204	23	903536
3653	be	V	sure	J	66	6143	147	903412
3654	be	V	taken	G	56	6153	218	903341
3655	be	V	taxed	G	6	6203	5	903554
3656	be	V	tempted	G	5	6204	8	903551
3657	be	V	tested	G	6	6203	26	903533
3658	be	V	that	D	6	6203	1833	901726
3659	be	V	that	I	24	6185	6116	897443
3660	be	V	the	D	184	6025	58160	845399
3661	be	V	there	R	9	6200	535	903024
3662	be	V	thought	G	5	6204	53	903506
3663	be	V	to	T	32	6177	24767	878792
3664	be	V	told	G	9	6200	100	903459
3665	be	V	too	R	22	6187	557	903002
3666	be	V	traced	G	8	6201	2	903557
3667	be	V	treated	G	14	6195	46	903513
3668	be	V	true	J	13	6196	186	903373
3669	be	V	turned	G	7	6202	49	903510
3670	be	V	understood	G	9	6200	28	903531
3671	be	V	up	I	5	6204	878	902681
3672	be	V	used	G	87	6122	371	903188
3673	be	V	useful	J	7	6202	49	903510
3674	be	V	very	R	18	6191	586	902973
3675	be	V	viewed	G	7	6202	13	903546
3676	be	V	waiting	G	5	6204	69	903490
3677	be	V	well	R	13	6196	681	902878
3678	be	V	willing	J	13	6196	54	903505
3679	be	V	with	I	6	6203	6271	897288
3680	be	V	working	G	6	6203	110	903449
3681	be	V	written	G	7	6202	129	903430
3682	beach	N	.	.	8	17	45465	864278
3683	bear	V	on	I	6	34	5789	903939
3684	bear	V	the	D	5	35	58339	851389
3685	beard	N	and	C	9	7	20572	889180
3686	bearing	N	on	I	5	3	5790	903970
3687	beat	N	generation	N	6	18	46	909698
3688	beat	V	the	D	8	24	58336	851400
3689	beautiful	J	.	.	12	96	45461	864199
3690	beauty	N	.	.	13	38	45460	864257
3691	beauty	N	and	C	8	43	20573	889144
3692	beauty	N	of	I	13	38	35486	874231
3693	became	V	a	D	44	191	20194	889339
3694	became	V	an	D	10	225	3282	906251
3695	became	V	aware	J	7	228	77	909456
3696	became	V	clear	J	5	230	185	909348
3697	became	V	more	R	9	226	1246	908287
3698	became	V	the	D	25	210	58319	851214
3699	because	I	a	D	9	784	20229	888746
3700	because	I	all	D	6	787	1893	907082
3701	because	I	he	P	94	699	4917	904058
3702	because	I	i	P	35	758	2577	906398
3703	because	I	it	P	82	711	5789	903186
3704	because	I	of	I	181	612	35318	873657
3705	because	I	she	P	34	759	1462	907513
3706	because	I	that	D	8	785	1831	907144
3707	because	I	the	D	87	706	58257	850718
3708	because	I	there	E	16	777	957	908018
3709	because	I	they	P	53	740	2245	906730
3710	because	I	this	D	7	786	3704	905271
3711	because	I	we	P	17	776	1590	907385
3712	because	I	you	P	12	781	2637	906338
3713	because	R	of	I	37	9	35462	874260
3714	become	G	a	D	22	94	20216	889436
3715	become	G	so	R	6	110	1172	908480
3716	become	G	the	D	7	109	58337	851315
3717	become	V	a	D	36	193	20202	889337
3718	become	V	an	D	9	220	3283	906256
3719	become	V	more	R	8	221	1247	908292
3720	become	V	so	R	5	224	1173	908366
3721	become	V	the	D	16	213	58328	851211
3722	becomes	V	a	D	15	85	20223	889445
3723	becomes	V	an	D	5	95	3287	906381
3724	becomes	V	more	R	11	89	1244	908424
3725	becomes	V	the	D	6	94	58338	851330
3726	becoming	G	a	D	8	43	20230	889487
3727	becoming	G	more	R	7	44	1248	908469
3728	bed	N	.	.	19	71	45454	864224
3729	bed	N	and	C	17	73	20564	889114
3730	bed	N	of	I	7	83	35492	874186
3731	bed	N	with	I	7	83	6270	903408
3732	bedroom	N	.	.	12	28	45461	864267
3733	beef	N	and	C	5	23	20576	889164
3734	beef	N	cattle	N	6	22	77	909663
3735	been	G	.	.	17	2394	45456	861901
3736	been	G	a	D	120	2291	20118	887239
3737	been	G	able	J	37	2374	177	907180
3738	been	G	an	D	19	2392	3273	904084
3739	been	G	appointed	G	6	2405	25	907332
3740	been	G	as	R	8	2403	863	906494
3741	been	G	assigned	G	6	2405	45	907312
3742	been	G	at	I	12	2399	4618	902739
3743	been	G	away	R	5	2406	442	906915
3744	been	G	broken	G	6	2405	43	907314
3745	been	G	brought	G	6	2405	94	907263
3746	been	G	called	G	10	2401	200	907157
3747	been	G	carried	G	6	2405	46	907311
3748	been	G	chosen	G	5	2406	57	907300
3749	been	G	confined	G	5	2406	9	907348
3750	been	G	considered	G	5	2406	111	907246
3751	been	G	created	G	5	2406	55	907302
3752	been	G	described	G	6	2405	84	907273
3753	been	G	developed	G	10	2401	106	907251
3754	been	G	doing	G	5	2406	149	907208
3755	been	G	done	G	22	2389	282	907075
3756	been	G	for	I	16	2395	7995	899362
3757	been	G	found	G	26	2385	232	907125
3758	been	G	given	G	21	2390	334	907023
3759	been	G	going	G	7	2404	371	906986
3760	been	G	held	G	6	2405	118	907239
3761	been	G	here	R	6	2405	582	906775
3762	been	G	identified	G	5	2406	27	907330
3763	been	G	in	I	67	2344	17920	889437
3764	been	G	introduced	G	6	2405	31	907326
3765	been	G	killed	G	9	2402	29	907328
3766	been	G	laid	G	5	2406	39	907318
3767	been	G	left	G	5	2406	165	907192
3768	been	G	living	G	7	2404	98	907259
3769	been	G	looking	G	6	2405	119	907238
3770	been	G	lost	G	6	2405	106	907251
3771	been	G	made	G	44	2367	594	906763
3772	been	G	married	G	6	2405	56	907301
3773	been	G	more	R	11	2400	1244	906113
3774	been	G	necessary	J	5	2406	214	907143
3775	been	G	no	D	16	2395	1340	906017
3776	been	G	observed	G	11	2400	46	907311
3777	been	G	of	I	8	2403	35491	871866
3778	been	G	on	I	11	2400	5784	901573
3779	been	G	one	C	7	2404	1998	905359
3780	been	G	placed	G	6	2405	90	907267
3781	been	G	published	G	7	2404	51	907306
3782	been	G	put	G	9	2402	90	907267
3783	been	G	quite	R	5	2406	237	907120
3784	been	G	reached	G	5	2406	53	907304
3785	been	G	reduced	G	5	2406	65	907292
3786	been	G	removed	G	5	2406	56	907301
3787	been	G	reported	G	6	2405	56	907301
3788	been	G	running	G	6	2405	85	907272
3789	been	G	said	V	9	2402	1718	905639
3790	been	G	sent	G	10	2401	57	907300
3791	been	G	set	G	12	2399	141	907216
3792	been	G	shown	G	7	2404	153	907204
3793	been	G	sitting	G	7	2404	51	907306
3794	been	G	so	R	15	2396	1163	906194
3795	been	G	studied	G	7	2404	32	907325
3796	been	G	suggested	G	6	2405	43	907314
3797	been	G	taken	G	12	2399	262	907095
3798	been	G	talking	G	7	2404	74	907283
3799	been	G	that	I	5	2406	6135	901222
3800	been	G	the	D	76	2335	58268	849089
3801	been	G	there	R	15	2396	529	906828
3802	been	G	thinking	G	5	2406	62	907295
3803	been	G	to	T	17	2394	24782	882575
3804	been	G	told	G	9	2402	100	907257
3805	been	G	too	R	8	2403	571	906786
3806	been	G	trained	G	5	2406	34	907323
3807	been	G	treated	G	5	2406	55	907302
3808	been	G	unable	J	5	2406	46	907311
3809	been	G	under	I	8	2403	568	906789
3810	been	G	used	G	14	2397	444	906913
3811	been	G	using	G	5	2406	92	907265
3812	been	G	waiting	G	6	2405	68	907289
3813	been	G	willing	J	6	2405	61	907296
3814	been	G	with	I	8	2403	6269	901088
3815	been	G	working	G	11	2400	105	907252
3816	been	G	written	G	8	2403	128	907229
3817	before	I	.	.	22	820	45451	863475
3818	before	I	a	D	23	819	20215	888711
3819	before	I	an	D	7	835	3285	905641
3820	before	I	and	C	15	827	20566	888360
3821	before	I	being	G	7	835	580	908346
3822	before	I	dawn	N	6	836	19	908907
3823	before	I	he	P	62	780	4949	903977
3824	before	I	her	P	8	834	1079	907847
3825	before	I	him	P	28	814	2583	906343
3826	before	I	i	P	25	817	2587	906339
3827	before	I	it	P	29	813	5842	903084
3828	before	I	leaving	G	5	837	50	908876
3829	before	I	she	P	14	828	1482	907444
3830	before	I	that	D	5	837	1834	907092
3831	before	I	the	D	188	654	58156	850770
3832	before	I	them	P	9	833	1767	907159
3833	before	I	there	E	5	837	968	907958
3834	before	I	they	P	37	805	2261	906665
3835	before	I	this	D	5	837	3706	905220
3836	before	I	us	P	8	834	663	908263
3837	before	I	we	P	16	826	1591	907335
3838	before	I	you	P	28	814	2621	906305
3839	before	R	.	.	22	26	45451	864269
3840	began	V	.	.	14	267	45459	864028
3841	began	V	a	D	5	276	20233	889254
3842	began	V	in	I	11	270	17976	891511
3843	began	V	reading	G	5	276	53	909434
3844	began	V	the	D	11	270	58333	851154
3845	began	V	to	T	140	141	24659	884828
3846	began	V	with	I	12	269	6265	903222
3847	begin	V	to	T	28	48	24771	884921
3848	begin	V	with	I	7	69	6270	903422
3849	beginning	G	in	I	9	63	17978	891718
3850	beginning	G	to	T	41	31	24758	884938
3851	beginning	G	with	I	9	63	6268	903428
3852	beginning	N	.	.	8	67	45465	864228
3853	beginning	N	in	I	5	70	17982	891711
3854	beginning	N	of	I	42	33	35457	874236
3855	begins	V	.	.	5	46	45468	864249
3856	begins	V	to	T	21	30	24778	884939
3857	begins	V	with	I	8	43	6269	903448
3858	begun	G	to	T	25	22	24774	884947
3859	behalf	N	of	I	16	3	35483	874266
3860	behavior	N	.	.	19	62	45454	864233
3861	behavior	N	in	I	8	73	17979	891708
3862	behavior	N	of	I	16	65	35483	874204
3863	behind	I	a	D	7	215	20231	889315
3864	behind	I	him	P	46	176	2565	906981
3865	behind	I	it	P	10	212	5861	903685
3866	behind	I	me	P	9	213	1157	908389
3867	behind	I	the	D	62	160	58282	851264
3868	behind	I	them	P	14	208	1762	907784
3869	behind	I	this	D	7	215	3704	905842
3870	being	G	.	.	6	627	45467	863668
3871	being	G	a	D	34	599	20204	888931
3872	being	G	able	J	7	626	207	908928
3873	being	G	an	D	10	623	3282	905853
3874	being	G	at	I	5	628	4625	904510
3875	being	G	done	G	12	621	292	908843
3876	being	G	in	I	12	621	17975	891160
3877	being	G	made	G	18	615	620	908515
3878	being	G	so	R	5	628	1173	907962
3879	being	G	the	D	22	611	58322	850813
3880	being	G	used	G	11	622	447	908688
3881	being	N	.	.	11	35	45462	864260
3882	belief	N	in	I	10	45	17977	891736
3883	belief	N	that	I	19	36	6121	903592
3884	beliefs	N	and	C	8	15	20573	889172
3885	believe	V	.	.	9	173	45464	864122
3886	believe	V	in	I	17	165	17970	891616
3887	believe	V	it	P	23	159	5848	903738
3888	believe	V	that	D	9	173	1830	907756
3889	believe	V	that	I	59	123	6081	903505
3890	believe	V	the	D	10	172	58334	851252
3891	believe	V	we	P	6	176	1601	907985
3892	believed	G	to	T	12	8	24787	884961
3893	believed	V	in	I	9	43	17978	891738
3894	believed	V	it	P	6	46	5865	903851
3895	believed	V	that	I	13	39	6127	903589
3896	believes	V	in	I	7	28	17980	891753
3897	believes	V	that	I	17	18	6123	903610
3898	believing	G	that	I	5	9	6135	903619
3899	bell	N	.	.	6	6	45467	864289
3900	belong	V	in	I	5	29	17982	891752
3901	belong	V	to	T	23	11	24776	884958
3902	belonged	V	to	T	11	2	24788	884967
3903	belonging	G	to	T	10	1	24789	884968
3904	belongs	V	to	T	17	3	24782	884966
3905	below	I	.	.	16	90	45457	864205
3906	below	I	the	D	35	71	58309	851353
3907	below	R	.	.	8	8	45465	864287
3908	bench	N	.	.	6	13	45467	864282
3909	beneath	I	the	D	23	20	58321	851404
3910	benefit	N	of	I	20	19	35479	874250
3911	benefit	V	from	I	5	13	4006	905744
3912	benefits	N	to	T	5	25	24794	884944
3913	benjamin	Y	franklin	Y	5	7	23	909733
3914	benson	Y	said	V	6	10	1721	908031
3915	berlin	Y	.	.	6	55	45467	864240
3916	berlin	Y	and	C	7	54	20574	889133
3917	berlin	Y	crisis	N	6	55	69	909638
3918	beside	I	a	D	5	62	20233	889468
3919	beside	I	her	P	6	61	1081	908620
3920	beside	I	him	P	13	54	2598	907103
3921	beside	I	it	P	8	59	5863	903838
3922	beside	I	me	P	5	62	1161	908540
3923	beside	I	the	D	17	50	58327	851374
3924	besides	I	the	D	11	27	58333	851397
3925	best	J	.	.	13	252	45460	864043
3926	best	J	and	C	5	260	20576	888927
3927	best	J	for	I	9	256	8002	901501
3928	best	J	in	I	5	260	17982	891521
3929	best	J	interests	N	7	258	64	909439
3930	best	J	of	I	16	249	35483	874020
3931	best	J	possible	J	5	260	361	909142
3932	best	J	time	N	6	259	1499	908004
3933	best	J	to	T	16	249	24783	884720
3934	best	J	way	N	6	259	756	908747
3935	best	R	.	.	5	54	45468	864241
3936	better	J	.	.	14	205	45459	864090
3937	better	J	than	I	25	194	1724	907825
3938	better	J	to	T	16	203	24783	884766
3939	better	J	understanding	N	9	210	80	909469
3940	better	R	.	.	15	151	45458	864144
3941	better	R	than	I	25	141	1724	907878
3942	between	I	a	D	9	683	20229	888847
3943	between	I	an	D	6	686	3286	905790
3944	between	I	the	D	232	460	58112	850964
3945	between	I	them	P	19	673	1757	907319
3946	between	I	these	D	11	681	1137	907939
3947	between	I	those	D	8	684	721	908355
3948	between	I	two	C	16	676	1187	907889
3949	beverly	Y	hills	Y	6	7	7	909748
3950	beyond	I	a	D	6	138	20232	889392
3951	beyond	I	it	P	6	138	5865	903759
3952	beyond	I	the	D	65	79	58279	851345
3953	bible	Y	.	.	13	34	45460	864261
3954	big	J	.	.	5	294	45468	864001
3955	big	J	and	C	6	293	20575	888894
3956	big	J	as	I	5	294	4722	904747
3957	big	J	car	N	5	294	240	909229
3958	big	J	cities	N	5	294	98	909371
3959	big	J	enough	R	9	290	331	909138
3960	big	J	hands	N	6	293	154	909315
3961	big	J	house	N	6	293	342	909127
3962	big	J	man	N	18	281	1225	908244
3963	big	J	one	C	6	293	1999	907470
3964	big	Y	hans	Y	12	23	17	909716
3965	bigger	J	than	I	8	20	1741	907999
3966	bill	N	.	.	6	58	45467	864237
3967	bill	N	of	I	5	59	35494	874210
3968	bill	Y	doolin	Y	5	57	2	909704
3969	bill	Y	of	I	6	56	35493	874213
3970	billion	C	dollar	N	6	47	35	909680
3971	billion	C	dollars	N	8	45	89	909626
3972	billion	C	in	I	10	43	17977	891738
3973	billions	N	of	I	5	2	35494	874267
3974	bills	N	.	.	7	27	45466	864268
3975	billy	Y	tilghman	Y	9	16	9	909734
3976	binding	N	capacity	N	7	3	59	909699
3977	binomial	N	experiment	N	7	27	46	909688
3978	binomial	N	trial	N	5	29	118	909616
3979	binomial	N	trials	N	6	28	31	909703
3980	birds	N	.	.	9	29	45464	864266
3981	birth	N	control	N	8	43	170	909547
3982	birth	N	is	V	12	39	9402	900315
3983	birth	N	of	I	7	44	35492	874225
3984	bit	N	of	I	30	41	35469	874228
3985	bits	N	of	I	9	3	35490	874266
3986	bitterness	N	of	I	5	12	35494	874257
3987	black	J	and	C	12	123	20569	889064
3988	black	J	body	N	5	130	222	909411
3989	black	J	eyes	N	5	130	195	909438
3990	black	J	hair	N	10	125	94	909539
3991	black	Y	bottom	Y	5	39	2	909722
3992	blame	N	for	I	6	5	8005	901752
3993	blanche	Y	had	V	5	17	4839	904907
3994	blanket	N	.	.	6	17	45467	864278
3995	block	N	.	.	5	47	45468	864248
3996	block	N	to	T	6	46	24793	884923
3997	blocks	N	.	.	6	27	45467	864268
3998	blocks	N	are	V	8	25	4086	905649
3999	blonde	J	hair	N	5	6	99	909658
4000	blood	N	.	.	14	81	45459	864214
4001	blood	N	pressure	N	6	89	168	909505
4002	blow	N	to	T	9	16	24790	884953
4003	blue	J	and	C	9	65	20572	889122
4004	blue	J	eyes	N	16	58	184	909510
4005	blue	Y	throat	Y	16	27	0	909725
4006	boa	N	constrictor	N	6	1	0	909761
4007	board	N	.	.	27	136	45446	864159
4008	board	N	and	C	11	152	20570	889035
4009	board	N	members	N	8	155	280	909325
