author_sex	past_tense	perfect_aspect	present_tense	place_adv	time_adv	pron_1st	pron_2nd	pron_3d	it	nominal	gerund	passives	there	that_compl	wh	inf	that_subj	that_obj	wh_subj	wh_obj	because	prep	adv	downtoners	hedges	discourse_part	modal	contract	phrase_coord	type_token	word_length
CCV	male	18.891	3.462	41.312	1.81	1.81	15.679	0.249	13.552	7.67	30.679	10.362	1.493	2.127	5.611	0.498	17.262	0.905	1.131	2.557	0.701	1.222	123.937	40.633	1.561	0.271	0.09	17.353	0.136	14.977	0.082	5.081
CCW	male	72.751	10.393	28.488	5.098	3.61	43.3	11.29	35.555	7.855	9.058	9.802	0.612	1.006	4.179	0.613	14.441	1.619	1.225	2.057	0.569	1.86	75.945	60.389	1.86	0.766	0.263	9.321	12.975	4.704	0.102	4.336
CD0	male	3.455	3.995	76.126	1.62	3.293	1.512	46.269	15.063	12.148	27.049	15.387	1.458	2.052	2.916	0.594	19.004	0.702	1.134	1.782	0.324	1.188	87.68	54.044	1.89	0.324	0	20.57	6.965	10.42	0.095	4.438
CD2	female	79.887	16.247	22.476	3.978	7.808	15.3	11.701	68.86	12.648	6.356	8.797	0.694	2.82	3.577	0.61	14.269	0.694	0.631	1.179	0.358	0.337	79.13	56.611	2.273	0.442	0.737	18.163	4.356	3.935	0.078	4.163
CD3	male	38.488	6.531	22.003	2.995	4.414	4.437	0.54	16.485	8.175	14.796	10.224	2.23	1.351	3.716	0.248	12.161	0.225	0.586	0.743	0.721	0.113	123.683	43.622	2.41	0.495	0.203	7.072	0.54	9.886	0.124	4.734
CD8	male	59.096	8.015	12.795	6.252	5.456	5.383	2.559	34.593	8.28	9.946	12.215	0.893	3.09	4.877	0.193	18.54	0.072	0.772	0.845	0.169	0.314	91.589	71.263	3.259	0.652	0.676	15.981	0.097	9.053	0.096	4.584
CD9	male	66.982	8.474	25.264	3.766	4.147	9.213	1.861	39.499	10.715	11.702	9.953	0.852	2.556	4.528	0.426	14.055	0.807	1.031	1.838	0.785	1.412	97.783	62.431	2.13	0.314	0.426	8.115	4.685	5.649	0.1	4.406
CDA	male	61.63	8.417	25.834	4.679	5.641	14.417	10.41	36.064	12.827	14.663	14.036	0.493	2.91	2.911	0.269	14.641	0.134	0.649	2.485	0.403	0.179	83.479	67.025	3.022	0.515	0.963	12.872	5.776	4.612	0.106	4.592
CDB	female	78.378	20.616	12.865	3.596	4.366	7.191	4.81	51.341	14.616	6.561	12.794	0.467	2.545	2.522	0.514	12.468	1.401	0.911	1.471	0.374	0.957	91.079	60.82	2.475	0.56	0.794	13.962	6.794	7.541	0.104	4.252
CDC	male	55.761	7.261	21.35	2.694	5.206	34.114	4.818	17.765	5.663	18.245	10.321	1.051	2.535	4.841	0.206	17.217	0.685	0.982	2.466	0.731	0.32	113.28	49.527	2.535	0.822	0.251	10.732	0.982	9.476	0.108	4.486
CDE	female	75.035	18.689	18.283	3.293	7.912	14.07	8.019	66.032	10.414	8.896	11.782	0.577	2.78	5.453	0.984	18.475	0.235	1.155	1.39	0.834	0.727	82.113	79.889	3.486	0.984	1.454	14.412	10.542	5.431	0.083	4.321
CDF	male	14.731	8.279	53.766	2.683	3.353	8.441	9.412	10.337	6.776	30.733	9.181	1.642	2.521	5.55	0.347	17.321	0.069	0.786	1.411	0.37	0.856	97.981	46.551	2.521	0.393	0.416	12.535	3.769	11.493	0.093	4.938
CDG	male	80.359	8.015	20.084	2.711	3.866	19.023	3.465	46.603	7.614	7.001	14.568	0.801	1.721	3.041	0.613	16.359	0.754	1.131	2.381	0.589	1.249	93.018	53.793	1.697	0.589	0.542	6.694	11.739	6.152	0.111	4.37
CDK	female	13.344	6.091	83.864	1.633	5.087	28.133	48.385	12.685	9.639	16.17	19.404	0.66	1.476	3.673	1.256	23.957	1.256	1.821	1.036	0.345	1.413	77.867	62.765	0.973	0.534	1.758	20.033	11.9	8.069	0.089	4.376
CDM	female	97.97	9.616	26.315	4.571	5.889	63.625	4.653	46.205	8.319	3.294	12.622	0.494	1.565	2.821	0.968	17.77	0.412	0.741	1.4	0.309	1.483	68.978	75.711	1.997	0.329	1.688	13.054	24.194	5.807	0.064	3.901
CDN	female	79.867	12.161	16.243	3.291	4.339	7.459	5.877	73.007	9.361	8.934	10.622	0.598	1.026	3.826	0.898	14.875	0.171	0.876	1.325	0.363	0.278	88.587	64.266	2.18	0.919	1.154	10.707	7.737	4.082	0.098	4.341
CDP	male	12.051	4.238	41.397	1.722	1.51	1.377	1.775	8.714	4.794	41.45	12.872	1.562	1.801	3.497	0.079	17.825	0.185	1.006	2.198	0.742	0.556	119.928	32.631	1.033	0.106	0.053	15.308	0.45	10.515	0.093	4.904
CDR	female	3.005	2.362	88.603	4.014	3.073	4.473	28.969	3.578	8.165	10.184	14.679	0.941	1.124	1.72	0.298	12.982	1.193	0.344	0.963	0.183	0.665	90.461	62.662	1.743	0.321	0.436	11.629	3.418	16.927	0.102	4.557
CDS	male	68.032	15.077	17.231	2.55	6.14	33.446	3.342	28.223	9.655	13.814	10.2	0.842	2.129	4.085	0.322	14.706	0.619	1.386	2.03	1.337	1.015	104.894	51.816	1.386	0.396	0.47	8.12	3.59	7.278	0.122	4.414
CDT	male	22.558	4.146	67.065	4.877	3.902	18.453	35.199	23.818	9.348	9.47	18.494	0.691	1.666	4.227	0.854	20.648	0.528	0.528	1.707	0.691	1.382	81.535	69.341	2.683	0.406	0.447	16.827	7.641	10.608	0.106	4.287
CDU	male	52.75	7.582	19.414	2.872	4.779	2.16	0.23	10.04	8.179	31.659	6.548	2.206	2.275	4.158	0.299	14.934	0.62	1.264	2.734	0.505	0.528	117.493	51.785	2.918	0.459	0.115	7.605	0.161	11.464	0.093	5.03
CDV	male	20.133	6.377	53.108	2.612	3.94	3.918	1.132	23.246	10.056	15.671	7.444	0.871	2.133	4.158	0.174	11.318	0.392	1.001	1.371	0.501	0.457	106.499	59.159	3.004	0.892	0.174	13.233	1.045	8.184	0.107	4.548
CDW	male	16.049	6.396	54.14	1.284	2.806	9.796	1.474	10.747	9.891	37.924	7.727	1.141	2.378	4.494	0.19	16.049	0.238	1.664	4.208	1.522	1.902	127.538	37.995	1.807	0.119	0.048	9.582	0.095	11.389	0.096	4.911
CDX	female	65.838	7.528	24.563	4.56	6.108	31.725	6.13	36.93	9.937	8.926	13.335	1.075	2.258	1.721	0.344	11.916	0.538	0.667	2.366	0.817	0.151	89.648	57.342	1.828	0.495	0.989	11.938	3.14	10.26	0.091	4.285
CDY	female	81.123	12.073	28.569	3.156	3.663	17.971	9.308	70.963	11.727	4.447	10.944	0.346	2.696	1.751	0.76	11.981	0.829	0.392	0.76	0.161	1.083	75.962	54.42	0.852	0.276	0.507	11.796	28.869	5.092	0.081	4.063
CE0	male	18.009	11.32	100.077	3.344	3.087	36.275	18.523	24.183	13.378	3.087	10.291	0.515	1.029	0.515	0	9.776	1.029	0.257	0	0.257	0.772	68.948	45.794	0.772	0.257	2.058	3.859	46.823	7.975	0.217	4.036
CE1	male	5.377	5.569	59.527	1.152	2.4	5.137	0.936	20.45	8.929	30.579	14.642	1.92	2.304	5.665	0.552	24.099	1.608	2.088	3.96	0.744	0.792	100.931	53.55	1.656	0.168	0	20.137	0.192	17.762	0.078	5.073
CE2	male	17.034	3.227	37.125	2.03	0.834	1.005	4.574	7.139	6.134	27.55	16.137	1.39	1.667	7.352	0.363	15.111	0.192	1.111	2.672	0.406	0.214	98.423	29.473	1.176	0.085	0	15.217	0.385	10.558	0.061	4.449
CE4	female	9.665	5.194	52.664	2.713	3.308	7.804	27.392	6.202	10.466	7.778	16.512	1.137	3.049	3.54	0.207	19.639	3.98	1.602	0.517	0.155	0.982	91.323	62.432	2.274	0.362	0.026	24.575	1.421	10.957	0.07	4.505
CE5	male	72.673	8.637	26.3	6.453	5.003	12.946	9.434	43.922	9.658	9.087	14.375	0.776	1.879	2.123	0.449	10.414	1.205	0.796	0.817	0.102	0.204	80.534	64.73	2.369	1.307	1.286	8.025	15.315	3.737	0.081	4.272
CE6	male	15.726	4.163	73.08	1.619	3.469	4.625	12.026	26.827	7.863	12.488	11.101	0.231	0.925	1.85	1.388	9.019	1.156	0.231	1.388	0	0.463	96.901	41.859	1.156	0.231	0.694	6.014	21.97	6.013	0.353	4.487
CE7	male	48.645	5.598	10.493	1.967	3.419	3.607	0.679	11.851	6.37	38.668	10.984	1.077	1.546	3.537	0.141	18.221	0.96	1.757	1.78	0.773	0.539	127.222	38.223	2.225	0.164	0.281	9.649	0.468	6.136	0.104	5.112
CE8	male	23.589	7.848	33.317	3.029	3.029	0.531	0.111	3.051	6.301	37.54	11.474	1.791	2.963	5.262	0.155	17.863	0.332	1.393	1.946	0.177	0.531	124.359	43.288	1.702	0.133	0.111	12.182	0.088	6.544	0.078	5.033
CE9	male	75.062	10.984	18.096	5.874	6.257	9.723	2.048	37.385	9.543	13.077	13.549	0.991	1.891	4.907	0.225	15.035	1.463	1.035	2.318	0.518	0.315	94.553	59.127	1.778	0.81	0.72	8.913	5.042	7.968	0.097	4.452
CEB	female	70.766	11.082	33.362	5.181	4.228	20.421	10.85	47.394	13.289	6.389	11.732	0.441	1.557	1.557	0.302	13.057	0.046	0.418	1.58	0.256	0.767	79.548	69.512	1.766	0.651	0.72	10.896	21.049	4.925	0.097	4.277
CEC	male	64.193	10.873	36.244	3.671	5.646	22.606	12.871	45.955	11.222	11.268	9.433	0.72	1.928	3.16	0.558	13.266	1.162	0.86	1.092	0.163	0.976	80.41	56.038	2.3	1.045	0.72	12.034	9.99	4.507	0.106	4.431
CED	male	34.221	7.489	21.898	2.749	1.801	0.284	0	2.749	6.351	43.701	11.849	1.328	1.612	4.929	0.19	16.4	0.474	2.559	3.602	0.758	0.19	129.301	37.065	1.706	0.095	0	9.575	0	6.73	0.143	5.068
CEE	female	49.894	8.045	33.976	2.903	4.182	60.055	0.467	12.67	10.382	22.142	9.57	0.91	1.845	6.323	0.689	19.018	0.197	1.427	2.017	0.689	1.968	101.584	60.031	3.198	0.541	0.148	12.35	3.444	8.217	0.102	4.51
CEF	female	8.189	3.774	80.699	1.875	2.967	31.449	31.829	14.739	8.473	26.275	19.202	1.139	1.495	4.889	0.807	23.711	1.329	1.4	2.017	0.237	0.973	84.71	49.511	0.688	0.19	0.332	19.889	13.339	11.773	0.086	4.708
CEG	male	22.924	4.381	53.846	3.846	3.795	6.47	0.357	7.896	11.717	16.123	8.507	2.14	2.343	3.541	0.331	13.602	0.153	0.662	4.356	0.891	1.758	111.793	75.7	3.821	1.732	0.255	13.577	0.357	9.806	0.097	4.648
CEH	female	64.158	11.822	35.732	4.517	7.671	20.226	12.189	46.109	17.215	4.639	10.988	0.264	2.442	2.136	0.631	11.944	1.099	0.163	0.733	0.041	1.14	65.908	71.423	2.076	1.302	2.32	14.549	24.988	5.413	0.082	4.124
CEJ	male	36.741	5.864	45.804	1.688	5.709	2.221	2.488	23.635	6.842	17.238	6.464	1.133	2.732	6.62	0.466	14.328	0.977	1.777	2.199	0.422	1.644	111.8	34.897	1.955	0.178	0.067	9.418	0.022	6.908	0.073	4.426
CER	male	47.79	8.987	31.568	3.033	4.314	3.865	1.348	17.84	8.763	22.985	11.908	1.124	3.146	6.515	0.562	14.649	2.561	2.516	1.371	0.607	0.539	109.106	49.026	2.427	0.517	0.202	11.323	0.809	7.617	0.091	4.811
CES	female	71.865	11.39	21.075	3.592	5.82	39.9	3.251	22.69	14.028	10.958	11.049	1.114	2.569	5.047	0.546	15.642	0.455	1	1.932	0.614	1.069	90.304	67.614	3.16	0.659	0.864	13.391	7.184	7.503	0.11	4.353
CET	male	19.604	7.1	53.475	3.907	4.443	16.098	2.255	10.896	10.204	19.85	8.127	1.138	4.488	6.967	0.357	14.759	1.608	2.322	1.116	0.67	2.099	100.23	68.837	2.612	0.848	0.201	19.493	0.469	4.153	0.1	4.757
CEU	male	70.48	8.212	47.947	6.476	3.739	22.758	10.521	28.131	21.348	3.228	9.663	0.204	5.802	2.002	1.021	12.646	0.838	0.266	0.449	0.163	0.899	63.636	71.91	1.736	1.655	1.736	10.582	27.62	3.596	0.054	4.086
CEV	female	24.736	6.798	75.34	7.175	4.532	50.227	30.967	18.882	6.609	6.042	15.483	0.755	2.455	3.588	0.378	14.917	0.566	0.378	0.566	0	0	67.409	53.437	1.511	0.378	1.699	12.651	18.127	8.119	0.23	4.066
CEW	female	50.194	8.128	16.105	3.185	6.612	2.002	0.91	36.486	4.064	14.194	9.099	1.819	0.607	2.851	0.394	13.921	0.303	0.88	1.213	0.485	0.121	111.519	49.345	1.85	0.303	0.273	4.246	0.607	7.34	0.136	4.832
CEX	female	77.985	11.351	31.637	3.381	4.085	57.457	11.773	40.572	12.92	7.305	12.276	0.422	2.133	2.818	0.584	13.101	0.624	0.282	1.087	0.101	1.509	75.248	61.301	2.918	0.523	1.026	12.82	17.267	4.548	0.08	4.076
CEY	male	77.244	10.56	32.714	3.77	3.892	19.661	14.594	68.61	10.844	7.803	11.026	0.487	1.763	5.27	1.399	13.965	1.216	1.115	0.709	0.223	0.912	75.907	65.509	2.513	0.73	1.176	13.763	13.904	5.513	0.081	4.348
CFF	male	58.162	6.901	16.502	1.662	4.039	4.685	0.785	43.922	5.17	23.796	8.655	2.031	1.431	4.454	0.508	15.902	0.323	1.454	2.885	1.269	0.692	127.196	38.475	2.516	0.369	0.138	8.333	0.092	11.794	0.113	4.66
CFJ	male	67.407	6.202	46.925	7.212	5.625	23.463	15.193	35.05	9.712	2.885	12.597	0.288	1.346	0.817	0.577	11.876	0.144	0.192	0.048	0.144	0.144	51.397	63.224	1.058	0.673	1.923	11.635	19.953	4.183	0.08	4.165
CFK	male	19.894	8.944	36.949	3.244	5.204	1.938	0	6.466	5.092	31.316	9.282	2.479	3.56	3.966	0.383	8.899	0.721	0.924	2.749	0.563	0.541	130.086	41.432	1.938	0.203	0.068	12.413	0.09	11.941	0.097	5.047
CFY	female	70.105	12.026	37.977	3.296	8.665	20.735	19.098	67.748	12.288	6.373	12.637	0.371	3.121	2.531	0.524	11.022	1.157	1.004	0.524	0.131	1.375	76.937	65.849	2.706	0.851	2.685	12.222	25.34	3.732	0.068	3.938
CG0	female	57.361	6.51	11.156	3.625	3.88	3.293	0.153	19.325	4.799	37.756	13.913	2.068	3.063	3.013	0.179	16.006	0.179	0.74	2.604	0.408	1.225	114.058	47.635	1.787	0.255	0.051	8.195	0.434	9.267	0.102	5.147
CG3	female	21.579	6.939	76.024	3.304	3.609	25.367	23.537	23.918	15.505	12.327	11.794	0.584	1.347	4.499	1.169	18.301	2.796	0.813	1.5	0.381	2.084	91.02	53.783	1.373	0.28	0.61	13.166	5.516	8.489	0.103	4.4
CG6	male	5.638	3.942	55.714	1.768	1.768	1.027	0.263	7.263	7.932	42.143	12.352	2.341	1.457	5.376	0.502	18.468	0.191	1.147	6.164	0.741	0.645	122.727	38.942	1.792	0.167	0	14.574	0.311	9.7	0.071	5.199
CGD	female	14.916	4.178	41.761	1.657	2.568	1.587	0.35	10.668	6.139	30.183	16.644	1.518	2.895	3.642	0.584	22.69	0.467	0.794	2.474	0.56	0.42	108.336	40.267	1.05	0.28	0.023	15.71	0.163	13.726	0.082	4.952
CGE	male	17.478	8.161	71.352	2.138	4.233	19.158	18.962	23.217	10.365	24.242	11.216	1.2	2.858	3.251	0.742	17.696	0.175	0.916	2.313	0.655	0.764	97.864	58.173	1.767	0.589	0.327	14.489	7.092	13.179	0.088	4.616
CGF	female	9.326	5.758	71.091	1.476	3.174	11.738	1.23	15.527	12.378	26.428	11.319	1.476	2.067	6.398	0.714	15.995	1.329	2.485	1.476	0.32	2.239	98.159	57.262	1.747	0.197	0.098	12.328	1.821	11.516	0.096	4.992
CGT	female	16.621	6.678	57.796	1.958	3.992	0.778	1.23	28.747	5.448	23.45	20.939	1.808	1.983	5.423	1.607	24.906	1.381	1.833	1.481	0.226	0.628	93.899	49.611	1.331	0	0.1	21.014	1.331	14.838	0.081	4.789
CGY	male	11.186	2.073	59.028	1.075	1.638	2.048	0	12.261	9.318	45.334	9.804	1.178	2.355	3.917	0.282	10.853	4.71	2.329	1.869	0.589	1.152	135.463	31.844	1.766	0.179	0.051	6.987	0	11.186	0.08	5.234
CH0	male	72.266	13.575	20.864	5.562	4.518	6.82	7.161	55.153	10.144	7.8	11.764	0.384	2.728	1.471	0.511	9.079	1.151	0.362	0.725	0.149	0.213	84.52	48.419	1.343	0.533	0.98	10.058	10.506	3.772	0.127	4.458
CH4	male	65.755	7.936	43.334	4.46	5.364	24.188	20.572	37.187	16.052	3.476	11.411	0.442	1.989	2.431	0.643	13.521	0.904	0.583	0.924	0.321	0.462	69.853	70.677	1.667	0.583	1.266	11.15	18.262	4.902	0.068	4.155
CH8	male	63.98	8.117	48.701	2.387	5.252	59.965	16.234	23.461	15.105	5.621	7.813	0.608	2.3	3.407	0.977	16.755	0.673	1.129	1.671	0.391	2.886	70.1	70.773	1.237	0.586	1.91	10.439	26.26	3.863	0.083	3.973
CH9	male	60.713	6.205	33.216	8.152	6.083	15.817	14.357	31.026	10.464	2.312	14.114	0.243	2.19	1.095	0.243	11.315	1.46	0.243	0.608	0	1.582	81.153	91.009	1.338	0.487	0.487	14.721	10.95	8.882	0.124	4.219
CHE	male	57.951	8.263	34.221	4.886	4.998	46.761	5.831	26.882	14.409	6.056	15.039	0.788	2.837	3.129	0.923	19.88	0.765	0.698	0.743	0.338	1.598	87.602	79.339	1.801	0.608	1.126	13.193	15.692	7.047	0.082	4.113
CHF	female	9.455	3.807	52.378	1.966	2.19	1.418	0.1	2.911	6.245	34.487	11.322	1.841	2.414	3.011	0.274	13.113	0.473	0.398	2.538	0.124	2.165	101.894	48.073	2.364	0.224	0.05	18.911	0.075	8.535	0.069	5.044
CHG	male	59.369	8.328	35.832	4.493	4.449	42.121	10.673	26.057	11.243	7.868	9.533	0.439	2.63	2.52	0.482	12.075	0.767	0.899	1.512	0.504	0.986	83.848	54.701	3.002	1.052	0.701	11.374	19.636	4.098	0.094	4.168
CHL	male	16.426	3.833	46.212	1.889	1.588	4.983	0.575	12.21	8.542	38.793	13.442	1.78	2.82	4.298	0.383	16.673	0.63	1.177	3.066	0.767	1.944	98.886	54.316	3.641	0.52	0.082	11.691	0.575	11.334	0.122	5.333
CHP	female	31.619	4.418	27.453	3.85	3.534	1.767	0.442	13.948	6.69	11.234	6.5	1.451	1.452	1.768	0.189	9.719	1.262	0.631	1.073	0.442	0.189	120.921	27.769	1.515	0.126	0	4.292	0.252	14.074	0.179	4.644
CHS	female	17.359	2.391	42.737	4.483	1.295	0.1	0.299	14.32	5.479	43.309	14.644	1.42	1.42	4.408	0.324	22.115	0.299	0.822	3.213	0.249	0.847	112.445	41.691	1.469	0.125	0.025	20.048	0.149	10.012	0.072	5.058
CHT	female	5.738	5.256	50.042	2.183	3.072	4.215	24.78	7.439	6.347	36.256	18.331	1.498	1.32	2.818	0.355	23.84	0.254	0.609	3.148	0.635	0.508	116.841	45.116	1.295	0.076	0.127	20.641	0.305	19.042	0.088	4.967
CJ2	male	45.306	5.362	6.613	2.636	4.826	0.134	0	9.07	4.289	30.204	9.83	2.01	0.626	2.413	0.134	12.332	0.491	0.938	0.983	0.536	0.045	124.972	48.523	2.368	0.268	0.223	4.96	0.179	12.511	0.147	5.366
CJA	male	78.26	5.659	29.342	6.444	3.625	22.314	11.58	53.69	11.56	6.263	15.789	0.403	2.678	0.725	0.705	10.492	1.067	0.101	0.262	0.121	0.584	77.515	64.122	1.208	0.383	0.967	7.31	18.145	6.646	0.103	4.288
CJD	male	33.789	6.58	32.66	7.541	5.571	8.669	0.792	14.721	8.093	11.959	9.342	0.936	2.738	2.521	0.216	9.462	2.209	1.081	1.633	0.841	0.36	108.187	60.373	3.05	1.177	0.384	7.974	0.552	11.431	0.143	4.69
CJE	male	1.553	3.837	57.613	5.542	6.029	0.03	25.792	6.851	16.108	14.16	16.322	1.675	2.649	3.593	0.091	29.019	0.091	0.944	2.071	0.396	2.132	96.194	71.163	1.066	0.152	0.061	32.674	0.122	4.689	0.086	4.481
CJF	female	65.72	15.376	25.445	3.495	5.002	15.114	7.928	51.261	15.223	10.331	9.326	0.764	2.905	5.089	0.546	14.306	0.24	0.852	1.485	0.677	0.437	86.906	59.517	3.254	1.027	0.612	13.302	15.769	5.067	0.101	4.344
CJG	female	3.586	2.374	47.86	1.677	1.909	1.213	0.155	9.133	5.805	38.004	15.506	2.116	2.89	2.942	0.31	19.092	2.477	1.032	3.947	0.619	0.903	121.959	48.66	1.832	0.052	0.026	24.33	0.129	15.454	0.085	5.103
CJH	male	13.51	4.473	48.766	11.999	4.719	8.822	0.093	4.226	7.65	13.387	16.41	1.912	3.763	0.864	0.031	8.606	1.481	0.339	0.802	0.185	0.401	129.21	52.591	2.776	0.339	0.586	6.199	0.278	9.531	0.116	4.653
CJJ	male	57.765	7.868	17.31	5.092	5.092	8.305	6.775	30.577	3.737	10.906	12.917	0.765	0.874	1.945	0.306	10.076	1.115	0.481	2.033	0.699	0.262	95.511	61	2.798	1.29	0.678	13.091	4.043	5.879	0.144	4.882
CJK	male	6.428	2.157	58.579	10.464	3.588	0.299	5.275	5.446	4.912	10.614	7.923	2.072	6.513	0.385	0.064	4.72	0.299	0.128	2.52	0.149	0.085	93.196	41.131	1.431	0.192	0.256	6.492	0.021	17.127	0.102	4.949
CJT	male	60.46	13.609	31.298	6.696	3.36	13.873	14.425	41.619	7.608	10.873	4.824	0.528	3.36	2.544	0.384	9.985	3.408	1.584	2.112	0.192	1.32	103.207	37.346	1.608	0.144	0.48	12.024	9.265	6.264	0.101	4.243
CJX	female	59.823	11.72	38.643	3.822	5.174	22.785	12.839	48.653	12.48	5.385	12.079	0.549	3.695	3.189	0.866	15.352	1.288	0.845	1.668	0.296	1.14	77.456	69.326	2.745	0.845	0.908	14.232	25.889	3.674	0.073	4.151
CK0	female	65.316	12.327	38.853	3.387	7.005	49.708	15.104	38.853	8.709	5.07	9.256	0.421	1.388	1.746	1.094	13.926	0.421	0.526	0.4	0.147	0.526	70.133	68.387	1.704	0.379	0.926	11.359	21.646	2.777	0.075	4.084
CK1	male	10.851	3.886	79.608	1.486	2.867	29.856	2.251	14.907	16.244	29.24	14.036	0.764	3.78	8.557	1.147	17.03	0.998	1.529	1.847	0.871	1.38	104.177	40.749	2.081	0.212	0.892	15.565	3.206	3.95	0.059	4.433
CK2	male	22.937	6.955	53.572	6.318	4.832	0.903	0.531	18.716	8.415	10.327	8.495	1.513	2.973	3	0.159	12.504	2.442	1.115	0.717	0.265	0.584	107.091	62.97	3.956	0.982	0.425	7.38	0.08	9.451	0.114	4.631
CK9	female	61.733	10.533	39.244	3.249	7.9	20.556	18.836	57.91	13.145	4.141	12.678	0.679	3.122	2.379	0.552	11.595	1.019	0.892	0.764	0.212	1.041	76.577	66.426	2.251	0.807	3.695	14.886	24.145	3.398	0.062	3.902
CKB	male	76.371	12.68	29.428	4.732	4.358	21.459	13.323	46.3	13.157	7.201	7.679	0.415	1.66	2.636	0.623	12.639	1.349	0.83	0.436	0.208	0.789	82.763	55.701	2.366	0.892	0.913	10.46	21.064	3.403	0.09	4.208
CKC	male	36.902	8.209	53.462	4.447	3.4	29.719	13.763	21.449	11.932	10.423	6.298	0.845	2.837	3.944	0.825	11.771	0.744	1.087	0.845	0.503	0.604	72.034	64.166	2.334	1.63	1.751	16.399	20.644	5.916	0.086	4.404
CKD	female	70.786	9.812	32.274	4.917	4.83	24.433	15.899	62.685	8.513	8.014	12.455	0.52	2.599	2.447	0.628	13.819	1.256	0.736	1.04	0.13	0.368	82.288	61.429	1.776	0.542	1.04	16.245	16.787	4.094	0.069	4.113
CKE	female	65.905	7.934	38.71	2.28	4.843	31.153	19.996	37.353	11.798	4.787	11.572	0.321	1.432	1.621	0.509	10.724	0.716	0.377	0.547	0.113	0.49	62.588	55.672	1.564	0.188	3.317	12.495	36.43	4.674	0.069	3.985
CKF	female	66.396	12.109	29.81	5.979	6.495	42.78	12.066	24.433	14.066	4.065	8.474	0.517	3.205	3.141	0.774	12.69	1.075	0.452	0.559	0.28	0.344	80.29	75.881	2.172	0.667	1.893	13.357	15.852	4.818	0.078	4.025
CKN	male	31.824	8.652	40.546	3.063	5.331	2.104	1.076	21.699	12.487	19.338	6.945	1.31	1.52	3.648	0.491	15.433	1.871	1.263	1.029	0.444	0.795	105.154	60.071	2.876	0.701	0.094	7.67	0.678	10.78	0.125	4.73
CKR	male	57.876	13.316	14.793	1.88	4.834	3.782	0.112	39.322	8.885	28.804	7.878	1.276	2.059	4.901	0.179	14.346	0.201	1.477	3.357	2.439	0.336	133.745	46.551	2.954	0.694	0.112	10.273	0.09	6.826	0.082	4.72
CKS	male	8.903	6.027	69.923	1.5	2.576	15.255	6.977	23.808	10.503	24.958	14.28	1.125	2.951	3.926	0.65	26.184	2.901	2.851	1.951	0.675	0.975	98.782	61.645	1.776	0.5	0.2	16.131	4.201	13.779	0.099	4.699
CL1	male	38.288	5.884	42.08	2.245	3.617	17.433	4.075	30.051	9.218	24.45	12.574	0.937	2.354	2.768	0.545	14.84	0.392	1.133	2.833	0.523	1.177	107.76	50.557	2.397	0.588	0.588	6.864	8.477	8.194	0.107	4.763
CL2	male	70.516	7.859	18.295	2.982	4.877	10.713	4.025	47.28	11.756	11.011	7.837	0.766	2.896	2.769	0.575	14.887	0.234	0.554	2.705	0.532	0.767	93.176	58.76	1.682	0.532	0.575	10.691	3.195	8.242	0.111	4.368
CL6	male	30.235	6.871	32.783	2.457	3.526	7.917	0.137	20.566	10.078	33.17	6.484	1.707	1.388	4.278	0.273	13.832	0.569	1.57	3.413	1.251	0.25	131.268	54.555	2.73	0.228	0.023	9.327	0.182	15.493	0.086	4.853
CLD	male	72.452	19.031	17.52	5.518	3.882	9.043	6.064	56.799	8.456	9.967	6.672	0.609	3.315	3.84	0.629	10.365	1.742	1.259	1.574	0.231	1.448	92.931	46.14	1.175	0.336	0.399	11.015	8.246	3.588	0.099	4.263
CLE	male	15.27	7.364	34.529	1.478	3.202	1.01	0	9.482	5.468	52.04	10.049	2.192	2.167	3.374	0.049	12.955	0.369	0.517	3.793	0.862	1.182	132.429	48.297	2.29	0.148	0	7.414	0.049	13.841	0.085	5.588
CLK	male	5.978	3.403	72.56	6.047	2.851	1.494	3.035	19.244	7.334	11.036	12.507	1.104	3.15	2.138	0.184	14.232	0.23	0.529	2.529	0.299	0.115	93.551	49.776	2.644	0.529	0.184	15.473	4.736	8.576	0.104	4.541
CLN	male	46.152	4.003	9.179	2.091	4.411	1.81	0.127	15.886	5.712	49.263	11.423	0.892	0.943	2.6	0.102	13.336	0.051	1.096	2.856	1.02	0.612	147.917	41.486	2.116	0.229	0.076	5.788	0.127	13.999	0.114	5.363
CLP	male	4.388	2.688	61.139	1.172	2.022	0.988	0.138	9.742	8.616	41.885	12.522	2.344	5.284	2.712	0.46	14.888	0.092	1.034	5.882	0.965	1.769	117.866	52.707	2.252	0.414	0.046	18.106	0	13.74	0.086	5.129
CLR	male	52.199	9.2	4.8	2.325	3.55	0.625	0	7.6	10.85	41.574	8.75	1.525	1.35	4.05	0.15	20.149	2.05	1.9	1.675	0.7	1.175	128.047	45.924	2.825	0.45	0.025	11.525	0.05	8.175	0.083	5.022
CLS	male	67.216	12.544	13.599	2.359	4.44	1.637	0.278	20.759	8.27	25.588	8.77	1.582	3.858	7.549	0.527	16.318	3.081	2.525	2.997	0.833	0.999	104.044	59.501	2.775	0.833	0.056	8.853	0.333	10.796	0.113	4.84
