id	title	n_words	n_tokens	n_w	n_c	n_s	audience_age	audience_sex	author_age	author_domicile	author_sex	author_type	availability	circulation	context	derived_type	difficulty	domain	genre	interaction_type	medium	mode	publication_date	publication_place	region	respondent_age	respondent_class	respondent_sex	sampling_type	text_type
CCA	A bad spell for the worst witch. Sample containing about 11471 words from a book (domain: imaginative)	11626	14133	11760	2373	752	child	female	unknown	unknown	female	sole	cleared	high	---	fiction	low	imaginative	W:fict:prose	---	book	written	1975-1984	UK_south	---	---	---	---	whole	written_books_periodicals
CCB	Understanding book-collecting. Sample containing about 39982 words from a book (domain: leisure)	39979	46571	40284	6287	1678	adult	mixed	unknown	unknown	male	sole	cleared	medium	---	misc_published	medium	leisure	W:misc	---	book	written	1975-1984	UK_south	---	---	---	---	middle	written_books_periodicals
CCC	British intelligence services in action. Sample containing about 38846 words from a book (domain: world affairs)	38721	42935	39021	3914	1987	adult	mixed	45-59	unknown	male	sole	cleared	medium	---	prose	high	world_affairs	W:non_ac:polit_law_edu	---	book	written	1975-1984	Ireland	---	---	---	---	middle	written_books_periodicals
CCD	The child bride. Sample containing about 39460 words from a book (domain: imaginative)	38834	48194	39249	8945	2670	adult	mixed	unknown	UK	female	sole	cleared	medium	---	fiction	medium	imaginative	W:fict:prose	---	book	written	1985-1993	UK_south	---	---	---	---	middle	written_books_periodicals
CCE	Enemy territory. Sample containing about 39856 words from a book (domain: belief and thought)	39531	44929	39942	4987	1832	adult	mixed	35-44	UK	male	sole	cleared	medium	---	prose	medium	belief_thought	W:religion	---	book	written	1985-1993	UK_south	---	---	---	---	beginning	written_books_periodicals
CCF	Middlesbrough Diocesan Catholic Voice. Sample containing about 8333 words from a periodical (domain: belief and thought)	8275	9351	8333	1018	462	adult	mixed	unknown	unknown	unknown	multiple	cleared	low	---	misc_published	medium	belief_thought	W:misc	---	periodical	written	1985-1993	UK_north	---	---	---	---	unknown	written_books_periodicals
CCG	Leeds Diocesan Catholic Voice. Sample containing about 7261 words from a periodical (domain: belief and thought)	7291	8201	7321	880	459	adult	mixed	unknown	unknown	unknown	multiple	cleared	low	---	misc_published	medium	belief_thought	W:misc	---	periodical	written	1985-1993	UK_north	---	---	---	---	unknown	written_books_periodicals
CCH	Shrewsbury Diocesan Catholic Voice. Sample containing about 8571 words from a periodical (domain: belief and thought)	8552	9680	8607	1073	495	adult	mixed	unknown	unknown	unknown	multiple	cleared	low	---	misc_published	medium	belief_thought	W:misc	---	periodical	written	1985-1993	UK_north	---	---	---	---	unknown	written_books_periodicals
CCJ	Shrewsbury Diocesan Catholic Voice. Sample containing about 6437 words from a periodical (domain: belief and thought)	6473	7333	6515	818	360	adult	mixed	unknown	unknown	unknown	multiple	cleared	low	---	misc_published	medium	belief_thought	W:misc	---	periodical	written	1985-1993	UK_north	---	---	---	---	unknown	written_books_periodicals
CCK	The rise and fall of Nicolae and Elena Ceausescu. Sample containing about 38825 words from a book (domain: world affairs)	38930	43561	39323	4238	1560	adult	mixed	unknown	UK	male	sole	cleared	medium	---	prose	medium	world_affairs	W:non_ac:polit_law_edu	---	book	written	1985-1993	UK_south	---	---	---	---	middle	written_books_periodicals
CCL	I believe in church growth. Sample containing about 36889 words from a book (domain: belief and thought)	36771	41933	37211	4722	1951	adult	mixed	unknown	USA	male	sole	cleared	high	---	prose	high	belief_thought	W:religion	---	book	written	1975-1984	UK_south	---	---	---	---	beginning	written_books_periodicals
CCM	Circle of friends. Sample containing about 36193 words from a book (domain: imaginative)	37086	44285	37449	6836	2966	adult	female	unknown	UK	female	sole	cleared	high	---	fiction	medium	imaginative	W:fict:prose	---	book	written	1985-1993	UK_south	---	---	---	---	beginning	written_books_periodicals
CCN	The circle of nine. Sample containing about 37217 words from a book (domain: belief and thought)	36945	42243	37314	4929	1831	adult	female	unknown	UK	female	sole	cleared	medium	---	prose	medium	belief_thought	W:non_ac:humanities_arts	---	book	written	1985-1993	UK_south	---	---	---	---	beginning	written_books_periodicals
CCP	Climber and Hill Walker. Sample containing about 27728 words from a periodical (domain: leisure)	27773	31759	27955	3804	1511	adult	mixed	unknown	unknown	unknown	multiple	cleared	low	---	misc_published	medium	leisure	W:misc	---	periodical	written	1985-1993	UK_north	---	---	---	---	unknown	written_books_periodicals
CCR	The culture of labourism. Sample containing about 28715 words from a book (domain: world affairs)	28594	32435	28831	3604	1274	adult	mixed	unknown	UK	male	sole	cleared	medium	---	academic	high	world_affairs	W:ac:polit_law_edu	---	book	written	1985-1993	UK_north	---	---	---	---	beginning	written_books_periodicals
CCS	Commandoes and rangers of World War II. Sample containing about 34758 words from a book (domain: world affairs)	34623	38813	34846	3967	1204	adult	mixed	45-59	unknown	male	sole	cleared	medium	---	prose	medium	world_affairs	W:non_ac:humanities_arts	---	book	written	1975-1984	UK_south	---	---	---	---	beginning	written_books_periodicals
CCT	Consumers and credit. Sample containing about 38823 words from a book (domain: commerce)	38045	43213	38780	4433	1397	adult	mixed	unknown	unknown	unknown	corporate	cleared	medium	---	prose	high	commerce_finance	W:commerce	---	book	written	1975-1984	UK_south	---	---	---	---	middle	written_books_periodicals
CCU	[Collection of publishing contracts]. Sample containing about 34681 words of unpublished miscellanea (domain: commerce)	34086	37924	34784	2737	1741	adult	mixed	unknown	unknown	unknown	corporate	unclaimed	low	---	unpublished	medium	commerce_finance	W:commerce	---	misc_unpublished	written	1985-1993	UK_south	---	---	---	---	unknown	written_misc
CCV	Cox on Cox. Sample containing about 39301 words from a book (domain: social science)	39023	44200	39439	4761	1756	adult	mixed	60+	UK	male	sole	cleared	high	---	prose	high	social_science	W:non_ac:polit_law_edu	---	book	written	1985-1993	UK_south	---	---	---	---	beginning	written_books_periodicals
CCW	Crackdown. Sample containing about 37971 words from a book (domain: imaginative)	38635	45704	38942	6762	2433	adult	mixed	unknown	USA	male	sole	cleared	high	---	fiction	medium	imaginative	W:fict:prose	---	book	written	1985-1993	UK_south	---	---	---	---	middle	written_books_periodicals
CCX	Do It Yourself. Sample containing about 30745 words from a periodical (domain: leisure)	30663	34701	30944	3757	1878	adult	mixed	unknown	unknown	unknown	multiple	unclaimed	medium	---	misc_published	medium	leisure	W:instructional	---	periodical	written	1985-1993	UK_south	---	---	---	---	beginning	written_books_periodicals
CCY	Do It Yourself Magazine. Sample containing about 25560 words from a periodical (domain: leisure)	25435	28880	25670	3210	1608	adult	mixed	unknown	unknown	unknown	multiple	unclaimed	medium	---	misc_published	medium	leisure	W:instructional	---	periodical	written	1985-1993	UK_south	---	---	---	---	beginning	written_books_periodicals
CD0	Debt collection made easy. Sample containing about 16699 words from a book (domain: commerce)	16695	18522	16891	1631	1205	adult	mixed	unknown	unknown	male	sole	cleared	medium	---	prose	medium	commerce_finance	W:commerce	---	book	written	1985-1993	UK_south	---	---	---	---	whole	written_books_periodicals
CD2	A dark star passing. Sample containing about 39772 words from a book (domain: imaginative)	39729	47517	40130	7387	2608	adult	female	60+	UK	female	sole	cleared	medium	---	fiction	medium	imaginative	W:fict:prose	---	book	written	1985-1993	UK_south	---	---	---	---	beginning	written_books_periodicals
CD3	The English way of death -- the common funeral since 1450. Sample containing about 39407 words from a book (domain: world affairs)	39128	44404	39526	4878	1335	adult	mixed	35-44	UK	male	sole	cleared	medium	---	prose	high	world_affairs	W:non_ac:humanities_arts	---	book	written	1985-1993	UK_south	---	---	---	---	beginning	written_books_periodicals
CD4	The English mystics of the 14th century. Sample containing about 13903 words from a book (domain: belief and thought)	13786	15264	13900	1364	521	adult	mixed	45-59	UK	unknown	multiple	cleared	medium	---	prose	high	belief_thought	W:non_ac:humanities_arts	---	book	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
CD5	The Face. Sample containing about 38933 words from a periodical (domain: arts)	39488	46331	39795	6536	2189	adult	mixed	unknown	unknown	mixed	multiple	cleared	medium	---	misc_published	low	arts	W:pop_lore	---	periodical	written	1985-1993	UK_south	---	---	---	---	beginning	written_books_periodicals
CD6	The Face. Sample containing about 34661 words from a periodical (domain: arts)	35262	41067	35518	5549	1976	adult	mixed	unknown	unknown	mixed	multiple	cleared	medium	---	misc_published	low	arts	W:pop_lore	---	periodical	written	1985-1993	UK_south	---	---	---	---	beginning	written_books_periodicals
CD8	Flowers of chivalry. Sample containing about 35660 words from a book (domain: world affairs)	35475	41424	35816	5608	2049	adult	mixed	unknown	unknown	male	sole	cleared	medium	---	prose	medium	world_affairs	W:non_ac:humanities_arts	---	book	written	1985-1993	UK_south	---	---	---	---	middle	written_books_periodicals
CD9	The champions of Formula 1 from Fangio to Piquet. Sample containing about 38822 words from a book (domain: leisure)	38825	44609	39187	5422	1664	adult	mixed	unknown	unknown	male	sole	unclaimed	medium	---	prose	medium	leisure	W:biography	---	book	written	1985-1993	unknown	---	---	---	---	beginning	written_books_periodicals
CDA	Foxbat. Sample containing about 36905 words from a book (domain: imaginative)	37093	44670	37442	7228	3233	adult	male	unknown	unknown	male	sole	cleared	medium	---	fiction	low	imaginative	W:fict:prose	---	book	written	1975-1984	UK_south	---	---	---	---	beginning	written_books_periodicals
CDB	A fatal inversion. Sample containing about 37148 words from a book (domain: imaginative)	37180	42831	37575	5256	2130	adult	mixed	45-59	UK	female	sole	cleared	high	---	fiction	medium	imaginative	W:fict:prose	---	book	written	1985-1993	UK_south	---	---	---	---	middle	written_books_periodicals
CDC	Unfinished: George Appleton remembers and reflects. Sample containing about 39268 words from a book (domain: belief and thought)	39117	43794	39404	4390	1678	adult	mixed	60+	UK	male	sole	cleared	high	---	prose	medium	belief_thought	W:biography	---	book	written	1985-1993	UK_south	---	---	---	---	beginning	written_books_periodicals
CDD	Guests of the nation. Sample containing about 29538 words from a book (domain: world affairs)	29555	32985	29819	3166	1243	adult	mixed	45-59	unknown	mixed	multiple	cleared	medium	---	prose	medium	world_affairs	W:non_ac:soc_science	---	book	written	1985-1993	UK_south	---	---	---	---	middle	written_books_periodicals
CDE	Guilty parties. Sample containing about 39294 words from a book (domain: imaginative)	39570	46765	40078	6687	2541	adult	female	unknown	unknown	female	sole	cleared	medium	---	fiction	medium	imaginative	W:fict:prose	---	book	written	1985-1993	UK_south	---	---	---	---	middle	written_books_periodicals
CDF	Hotel and catering case studies. Sample containing about 38051 words from a book (domain: commerce)	37795	43243	38419	4818	2414	adult	mixed	unknown	unknown	male	multiple	cleared	high	---	prose	high	commerce_finance	W:commerce	---	book	written	1985-1993	UK_south	---	---	---	---	whole	written_books_periodicals
CDG	Hollywood rogues. Sample containing about 36363 words from a book (domain: leisure)	36858	42422	37134	5288	2179	adult	mixed	unknown	unknown	male	sole	cleared	medium	---	prose	medium	leisure	W:biography	---	book	written	1985-1993	UK_south	---	---	---	---	middle	written_books_periodicals
CDH	Hair Flair. Sample containing about 9416 words from a periodical (domain: leisure)	9429	10602	9482	1120	713	adult	female	unknown	unknown	unknown	multiple	cleared	medium	---	misc_published	low	leisure	W:pop_lore	---	periodical	written	1985-1993	UK_south	---	---	---	---	beginning	written_books_periodicals
CDJ	Hair Flair. Sample containing about 11353 words from a periodical (domain: leisure)	11417	12749	11491	1258	830	adult	female	unknown	unknown	unknown	multiple	cleared	medium	---	misc_published	low	leisure	W:pop_lore	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
CDK	Having it all. Sample containing about 27947 words from a book (domain: applied science)	28062	31849	28308	3541	2533	adult	female	unknown	UK	female	sole	cleared	medium	---	misc_published	medium	applied_science	W:misc	---	book	written	1985-1993	UK_south	---	---	---	---	end	written_books_periodicals
CDM	Where there's life. Sample containing about 41004 words from a book (domain: world affairs)	41929	48566	42249	6317	2892	adult	female	60+	UK	female	sole	cleared	medium	---	prose	medium	world_affairs	W:biography	---	book	written	1985-1993	UK_south	---	---	---	---	beginning	written_books_periodicals
CDN	The latchkey kid. Sample containing about 39560 words from a book (domain: imaginative)	39754	46790	40114	6676	2322	adult	mixed	unknown	Commonwealth	female	sole	cleared	high	---	fiction	medium	imaginative	W:fict:prose	---	book	written	1960-1974	UK_south	---	---	---	---	beginning	written_books_periodicals
CDP	Law for the haulier. Sample containing about 33930 words from a book (domain: social science)	33752	37756	34154	3602	1846	adult	male	unknown	unknown	male	sole	cleared	low	---	academic	high	social_science	W:ac:polit_law_edu	---	book	written	1985-1993	UK_south	---	---	---	---	end	written_books_periodicals
CDR	Total health and fitness. Sample containing about 38360 words from a book (domain: leisure)	37893	43599	38243	5356	2691	adult	female	25-34	unknown	female	sole	cleared	high	---	misc_published	medium	leisure	W:misc	---	book	written	1985-1993	UK_south	---	---	---	---	beginning	written_books_periodicals
CDS	On my way to the club. Sample containing about 35342 words from a book (domain: world affairs)	35479	40393	35772	4621	1394	adult	mixed	60+	unknown	male	sole	cleared	high	---	prose	medium	world_affairs	W:biography	---	book	written	1985-1993	UK_south	---	---	---	---	middle	written_books_periodicals
